ProviderId,DataYear,FiscalYear,AHRQ_PSI_90_Score,CLABSI_Score,CAUTI_Score,SSI_Score
110100,2014,2015,6,Not Available,Not Available,NULL
110100,2015,2016,6,Not Available,Not Available,Not Available
110100,2016,2016,6.0000,N/A,N/A,N/A
110101,2014,2015,6,Not Available,Not Available,NULL
110101,2015,2016,6,Not Available,Not Available,Not Available
110101,2016,2016,6.0000,N/A,N/A,N/A
110104,2014,2015,10,10,7,NULL
110104,2015,2016,10,10,4,10
110104,2016,2016,10.0000,10,4,10
110105,2014,2015,6,9,2,NULL
110105,2015,2016,9,1,2,2
110105,2016,2016,9.0000,1,2,2
110107,2014,2015,5,6,7,NULL
110107,2015,2016,8,8,8,8
110107,2016,2016,8.0000,8,8,8
110109,2014,2015,6,Not Available,Not Available,NULL
110109,2015,2016,7,Not Available,Not Available,Not Available
110109,2016,2016,7.0000,N/A,N/A,N/A
110111,2014,2015,2,Not Available,Not Available,NULL
110111,2015,2016,3,Not Available,Not Available,Not Available
110111,2016,2016,3.0000,N/A,N/A,N/A
110113,2014,2015,6,Not Available,Not Available,NULL
110113,2015,2016,6,Not Available,Not Available,Not Available
110113,2016,2016,6.0000,N/A,N/A,N/A
110115,2014,2015,9,6,6,NULL
110115,2015,2016,9,8,9,2
110115,2016,2016,9.0000,8,9,2
110121,2014,2015,3,Not Available,Not Available,NULL
110121,2015,2016,8,Not Available,Not Available,Not Available
110121,2016,2016,8.0000,N/A,N/A,N/A
110122,2014,2015,6,2,10,NULL
110122,2015,2016,4,3,6,2
110122,2016,2016,4.0000,3,6,2
110124,2014,2015,3,Not Available,1,NULL
110124,2015,2016,4,Not Available,1,5
110124,2016,2016,4.0000,N/A,1,5
110125,2014,2015,1,10,5,NULL
110125,2015,2016,1,4,6,2
110125,2016,2016,1.0000,4,6,2
110128,2014,2015,7,9,7,NULL
110128,2015,2016,8,10,10,7
110128,2016,2016,8.0000,10,10,7
110129,2014,2015,1,3,2,NULL
110129,2015,2016,2,8,3,6
110129,2016,2016,2.0000,8,3,6
110130,2014,2015,9,Not Available,Not Available,NULL
110130,2015,2016,8,Not Available,Not Available,1
110130,2016,2016,8.0000,N/A,N/A,1
110132,2014,2015,2,Not Available,4,NULL
110132,2015,2016,2,Not Available,4,9
110132,2016,2016,2.0000,N/A,4,9
110135,2014,2015,8,Not Available,6,NULL
110135,2015,2016,7,Not Available,Not Available,Not Available
110135,2016,2016,7.0000,N/A,N/A,N/A
110142,2014,2015,5,Not Available,Not Available,NULL
110142,2015,2016,5,Not Available,Not Available,Not Available
110142,2016,2016,5.0000,N/A,N/A,N/A
110143,2014,2015,9,9,10,NULL
110143,2015,2016,9,8,10,4
110143,2016,2016,9.0000,8,10,4
110146,2014,2015,4,Not Available,9,NULL
110146,2015,2016,2,Not Available,Not Available,Not Available
110146,2016,2016,2.0000,N/A,N/A,N/A
110150,2014,2015,3,5,5,NULL
110150,2015,2016,3,6,8,9
110150,2016,2016,3.0000,6,8,9
110153,2014,2015,5,Not Available,Not Available,NULL
110153,2015,2016,5,Not Available,Not Available,Not Available
110153,2016,2016,5.0000,N/A,N/A,N/A
110161,2014,2015,10,3,6,NULL
110161,2015,2016,10,3,4,3
110161,2016,2016,10.0000,3,4,3
110164,2014,2015,9,9,3,NULL
110164,2015,2016,9,9,4,3
110164,2016,2016,9.0000,9,4,3
110165,2014,2015,9,7,7,NULL
110165,2015,2016,9,10,8,4
110165,2016,2016,9.0000,10,8,4
110168,2014,2015,1,9,9,NULL
110168,2015,2016,4,9,8,4
110168,2016,2016,4.0000,9,8,4
110177,2014,2015,10,8,3,NULL
110177,2015,2016,10,7,4,2
110177,2016,2016,10.0000,7,4,2
110183,2014,2015,2,Not Available,10,NULL
110184,2014,2015,8,1,9,NULL
110184,2015,2016,7,1,9,7
110184,2016,2016,7.0000,1,9,7
110186,2014,2015,9,Not Available,Not Available,NULL
110187,2014,2015,2,Not Available,Not Available,NULL
110187,2015,2016,2,Not Available,Not Available,1
110187,2016,2016,2.0000,N/A,N/A,1
110189,2014,2015,7,Not Available,Not Available,NULL
110189,2015,2016,8,Not Available,Not Available,1
110189,2016,2016,8.0000,N/A,N/A,1
110190,2014,2015,6,Not Available,Not Available,NULL
110190,2015,2016,6,Not Available,Not Available,Not Available
110190,2016,2016,6.0000,N/A,N/A,N/A
110191,2014,2015,5,10,9,NULL
110191,2015,2016,3,7,8,5
110191,2016,2016,3.0000,7,8,5
110192,2014,2015,4,6,5,NULL
110192,2015,2016,3,3,8,9
110192,2016,2016,3.0000,3,8,9
110194,2014,2015,4,Not Available,Not Available,NULL
110194,2015,2016,3,Not Available,Not Available,Not Available
110194,2016,2016,3.0000,N/A,N/A,N/A
110198,2014,2015,4,4,4,NULL
110198,2015,2016,8,5,4,5
110198,2016,2016,8.0000,5,4,5
110200,2014,2015,3,Not Available,Not Available,NULL
110200,2015,2016,3,Not Available,Not Available,Not Available
110200,2016,2016,3.0000,N/A,N/A,N/A
110201,2014,2015,7,9,9,NULL
110201,2015,2016,4,9,4,Not Available
110201,2016,2016,4.0000,9,4,N/A
110203,2014,2015,6,Not Available,Not Available,NULL
110205,2014,2015,3,Not Available,Not Available,NULL
110205,2015,2016,5,Not Available,Not Available,Not Available
110205,2016,2016,5.0000,N/A,N/A,N/A
110209,2014,2015,5,Not Available,Not Available,NULL
110209,2015,2016,5,Not Available,Not Available,Not Available
110209,2016,2016,5.0000,N/A,N/A,N/A
110215,2014,2015,6,9,3,NULL
110215,2015,2016,6,7,3,4
110215,2016,2016,6.0000,7,3,4
110225,2014,2015,4,1,6,NULL
110225,2015,2016,1,1,3,1
110225,2016,2016,1.0000,1,3,1
110226,2014,2015,10,10,4,NULL
110226,2015,2016,9,10,7,1
110226,2016,2016,9.0000,10,7,1
110229,2014,2015,6,8,7,NULL
110229,2015,2016,4,3,6,9
110229,2016,2016,4.0000,3,6,9
110230,2014,2015,2,5,10,NULL
110230,2015,2016,9,4,10,9
110230,2016,2016,9.0000,4,10,9
110233,2014,2015,6,Not Available,Not Available,NULL
110233,2015,2016,8,Not Available,Not Available,8
110233,2016,2016,8.0000,N/A,N/A,8
110234,2014,2015,Not Available,Not Available,Not Available,NULL
110234,2015,2016,7,Not Available,Not Available,10
110234,2016,2016,N/A,N/A,N/A,N/A
120001,2014,2015,3,3,5,NULL
120001,2015,2016,7,4,4,7
120001,2016,2016,7.0000,4,4,7
120002,2014,2015,9,2,8,NULL
120002,2015,2016,9,5,9,9
120002,2016,2016,9.0000,5,9,9
120004,2014,2015,3,10,4,NULL
120004,2015,2016,8,10,3,Not Available
120004,2016,2016,8.0000,10,3,N/A
120005,2014,2015,2,1,2,NULL
120005,2015,2016,1,1,2,2
120005,2016,2016,1.0000,1,2,2
120006,2014,2015,9,3,1,NULL
120006,2015,2016,6,1,3,6
120006,2016,2016,6.0000,1,3,6
120007,2014,2015,10,2,7,NULL
120007,2015,2016,4,3,4,2
120007,2016,2016,4.0000,3,4,2
120011,2014,2015,5,3,2,NULL
120011,2015,2016,7,3,2,10
120011,2016,2016,7.0000,3,2,10
120014,2014,2015,2,1,10,NULL
120014,2015,2016,4,1,7,10
120014,2016,2016,4.0000,1,7,10
120019,2014,2015,5,8,8,NULL
120019,2015,2016,2,1,9,1
120019,2016,2016,2.0000,1,9,1
120022,2014,2015,1,1,8,NULL
120022,2015,2016,2,1,7,7
120022,2016,2016,2.0000,1,7,7
120026,2014,2015,4,3,9,NULL
120026,2015,2016,6,5,7,10
120026,2016,2016,6.0000,5,7,10
120028,2014,2015,3,Not Available,6,NULL
120028,2015,2016,4,Not Available,Not Available,1
120028,2016,2016,4.0000,N/A,N/A,1
130002,2014,2015,2,1,7,NULL
130002,2015,2016,3,5,4,10
130002,2016,2016,3.0000,5,4,10
130003,2014,2015,8,4,5,NULL
130003,2015,2016,9,7,8,5
130003,2016,2016,9.0000,7,8,5
130006,2014,2015,8,4,6,NULL
130006,2015,2016,5,4,7,7
130006,2016,2016,5.0000,4,7,7
130007,2014,2015,10,6,7,NULL
130007,2015,2016,10,7,7,8
130007,2016,2016,10.0000,7,7,8
130013,2014,2015,8,1,3,NULL
130013,2015,2016,4,1,2,8
130013,2016,2016,4.0000,1,2,8
130014,2014,2015,8,1,1,NULL
130014,2015,2016,2,1,3,8
130014,2016,2016,2.0000,1,3,8
130018,2014,2015,2,1,10,NULL
130018,2015,2016,5,1,8,1
130018,2016,2016,5.0000,1,8,1
130025,2014,2015,9,Not Available,Not Available,NULL
130025,2015,2016,10,Not Available,Not Available,9
130025,2016,2016,10.0000,N/A,N/A,9
130028,2014,2015,9,9,9,NULL
130028,2015,2016,9,7,9,9
130028,2016,2016,9.0000,7,9,9
130049,2014,2015,5,5,6,NULL
130049,2015,2016,6,3,6,9
130049,2016,2016,6.0000,3,6,9
130063,2014,2015,5,Not Available,Not Available,NULL
130063,2015,2016,5,Not Available,Not Available,Not Available
130063,2016,2016,5.0000,N/A,N/A,N/A
130065,2014,2015,3,Not Available,Not Available,NULL
130065,2015,2016,4,Not Available,Not Available,6
130065,2016,2016,4.0000,N/A,N/A,6
130066,2014,2015,3,Not Available,Not Available,NULL
130066,2015,2016,8,Not Available,Not Available,10
130066,2016,2016,8.0000,N/A,N/A,10
130067,2014,2015,7,Not Available,Not Available,NULL
130067,2015,2016,Not Available,Not Available,Not Available,Not Available
130067,2016,2016,N/A,N/A,N/A,N/A
140001,2014,2015,1,Not Available,Not Available,NULL
140001,2015,2016,4,Not Available,1,6
140001,2016,2016,4.0000,N/A,1,6
140002,2014,2015,4,1,8,NULL
140002,2015,2016,7,7,9,2
140002,2016,2016,7.0000,7,9,2
140007,2014,2015,1,9,7,NULL
140007,2015,2016,7,7,8,4
140007,2016,2016,7.0000,7,8,4
140008,2014,2015,3,6,10,NULL
140008,2015,2016,6,1,7,9
140008,2016,2016,6.0000,1,7,9
140010,2014,2015,10,3,10,NULL
140010,2015,2016,10,3,8,5
140010,2016,2016,10.0000,3,8,5
140011,2014,2015,2,5,3,NULL
140011,2015,2016,3,5,3,3
140011,2016,2016,3.0000,5,3,3
140012,2014,2015,5,Not Available,1,NULL
140012,2015,2016,5,Not Available,1,10
140012,2016,2016,5.0000,N/A,1,10
140013,2014,2015,7,9,2,NULL
140013,2015,2016,8,7,1,8
140013,2016,2016,8.0000,7,1,8
140015,2014,2015,10,1,5,NULL
140015,2015,2016,10,3,3,5
140015,2016,2016,10.0000,3,3,5
140018,2014,2015,7,4,8,NULL
140018,2015,2016,10,6,5,7
140018,2016,2016,10.0000,6,5,7
140019,2014,2015,6,Not Available,Not Available,NULL
140019,2015,2016,6,Not Available,Not Available,Not Available
140019,2016,2016,6.0000,N/A,N/A,N/A
140026,2014,2015,1,1,3,NULL
140026,2015,2016,2,1,3,10
140026,2016,2016,2.0000,1,3,10
140029,2014,2015,10,5,3,NULL
140029,2015,2016,10,4,3,5
140029,2016,2016,10.0000,4,3,5
140030,2014,2015,1,2,8,NULL
140030,2015,2016,1,3,8,7
140030,2016,2016,1.0000,3,8,7
140032,2014,2015,9,Not Available,4,NULL
140032,2015,2016,9,Not Available,1,3
140032,2016,2016,9.0000,N/A,1,3
140033,2014,2015,Not Available,Not Available,Not Available,NULL
140033,2015,2016,Not Available,Not Available,Not Available,Not Available
140033,2016,2016,N/A,N/A,N/A,N/A
140034,2014,2015,9,5,1,NULL
140034,2015,2016,8,1,1,1
140034,2016,2016,8.0000,1,1,1
140040,2014,2015,4,4,1,NULL
140040,2015,2016,7,6,3,1
140040,2016,2016,7.0000,6,3,1
140043,2014,2015,1,9,3,NULL
140043,2015,2016,1,1,3,6
140043,2016,2016,1.0000,1,3,6
140046,2014,2015,1,4,9,NULL
140046,2015,2016,3,6,9,5
140046,2016,2016,3.0000,6,9,5
140048,2014,2015,3,7,4,NULL
140048,2015,2016,7,9,4,6
140048,2016,2016,7.0000,9,4,6
140049,2014,2015,2,4,6,NULL
140049,2015,2016,2,1,6,10
140049,2016,2016,2.0000,1,6,10
140052,2014,2015,8,1,1,NULL
140052,2015,2016,4,1,1,1
140052,2016,2016,4.0000,1,1,1
140053,2014,2015,9,6,6,NULL
140053,2015,2016,10,6,3,2
140053,2016,2016,10.0000,6,3,2
140054,2014,2015,6,6,9,NULL
140054,2015,2016,7,8,9,6
140054,2016,2016,7.0000,8,9,6
140058,2014,2015,1,Not Available,8,NULL
140058,2015,2016,1,Not Available,10,9
140058,2016,2016,1.0000,N/A,10,9
140059,2014,2015,6,Not Available,Not Available,NULL
140059,2015,2016,3,Not Available,1,Not Available
140059,2016,2016,3.0000,N/A,1,N/A
140062,2014,2015,7,8,7,NULL
140062,2015,2016,4,9,8,7
140062,2016,2016,4.0000,9,8,7
140063,2014,2015,1,7,10,NULL
140063,2015,2016,1,9,8,9
140063,2016,2016,1.0000,9,8,9
140064,2014,2015,5,1,1,NULL
140064,2015,2016,3,1,1,1
140064,2016,2016,3.0000,1,1,1
140065,2014,2015,8,2,3,NULL
140065,2015,2016,9,3,6,3
140065,2016,2016,9.0000,3,6,3
140067,2014,2015,10,6,7,NULL
140067,2015,2016,10,5,7,8
140067,2016,2016,10.0000,5,7,8
140068,2014,2015,2,7,4,NULL
140068,2015,2016,3,8,1,Not Available
140068,2016,2016,3.0000,8,1,N/A
140077,2014,2015,5,Not Available,1,NULL
140077,2015,2016,8,Not Available,1,Not Available
140077,2016,2016,8.0000,N/A,1,N/A
140080,2014,2015,4,9,6,NULL
140080,2015,2016,5,3,4,2
140080,2016,2016,5.0000,3,4,2
140082,2014,2015,9,4,7,NULL
140082,2015,2016,9,5,5,10
140082,2016,2016,9.0000,5,5,10
140083,2014,2015,8,9,9,NULL
140083,2015,2016,3,5,3,Not Available
140083,2016,2016,3.0000,5,3,N/A
140084,2014,2015,4,7,7,NULL
140084,2015,2016,7,8,7,6
140084,2016,2016,7.0000,8,7,6
140088,2014,2015,8,3,7,NULL
140088,2015,2016,7,3,7,5
140088,2016,2016,7.0000,3,7,5
140089,2014,2015,8,Not Available,5,NULL
140089,2015,2016,4,Not Available,9,1
140089,2016,2016,4.0000,N/A,9,1
140091,2014,2015,8,9,9,NULL
140091,2015,2016,6,10,8,9
140091,2016,2016,6.0000,10,8,9
140093,2014,2015,2,10,6,NULL
140093,2015,2016,1,1,4,1
140093,2016,2016,1.0000,1,4,1
140095,2014,2015,10,10,2,NULL
140095,2015,2016,8,10,4,1
140095,2016,2016,8.0000,10,4,1
140100,2014,2015,3,3,10,NULL
140100,2015,2016,5,4,10,10
140100,2016,2016,5.0000,4,10,10
140101,2014,2015,1,5,1,NULL
140101,2015,2016,1,1,1,1
140101,2016,2016,1.0000,1,1,1
140103,2014,2015,6,6,4,NULL
140103,2015,2016,4,9,6,10
140103,2016,2016,4.0000,9,6,10
140110,2014,2015,9,Not Available,Not Available,NULL
140110,2015,2016,5,Not Available,Not Available,6
140110,2016,2016,5.0000,N/A,N/A,6
140113,2014,2015,2,8,6,NULL
140113,2015,2016,2,8,6,7
140113,2016,2016,2.0000,8,6,7
140114,2014,2015,2,3,3,NULL
140114,2015,2016,3,5,6,6
140114,2016,2016,3.0000,5,6,6
140115,2014,2015,3,9,8,NULL
140115,2015,2016,8,1,6,10
140115,2016,2016,8.0000,1,6,10
140116,2014,2015,1,7,10,NULL
140116,2015,2016,1,1,9,4
140116,2016,2016,1.0000,1,9,4
140117,2014,2015,1,2,5,NULL
140117,2015,2016,1,2,4,5
140117,2016,2016,1.0000,2,4,5
140118,2014,2015,5,1,3,NULL
140118,2015,2016,2,1,3,4
140118,2016,2016,2.0000,1,3,4
140119,2014,2015,9,8,7,NULL
140119,2015,2016,3,5,6,8
140119,2016,2016,3.0000,5,6,8
140120,2014,2015,3,1,1,NULL
140120,2015,2016,2,Not Available,1,8
140120,2016,2016,2.0000,N/A,1,8
140122,2014,2015,6,8,7,NULL
140122,2015,2016,4,7,5,7
140122,2016,2016,4.0000,7,5,7
140124,2014,2015,10,5,7,NULL
140124,2015,2016,10,5,7,2
140124,2016,2016,10.0000,5,7,2
140125,2014,2015,2,4,3,NULL
140125,2015,2016,5,9,2,1
140125,2016,2016,5.0000,9,2,1
140127,2014,2015,9,1,7,NULL
140127,2015,2016,10,1,6,2
140127,2016,2016,10.0000,1,6,2
140130,2014,2015,5,9,8,NULL
140130,2015,2016,4,9,9,9
140130,2016,2016,4.0000,9,9,9
140133,2014,2015,9,9,5,NULL
140133,2015,2016,5,10,5,3
140133,2016,2016,5.0000,10,5,3
140135,2014,2015,3,10,9,NULL
140135,2015,2016,3,10**,9**,10**
140135,2016,2016,3.0000,10,9,10
140137,2014,2015,4,Not Available,Not Available,NULL
140137,2015,2016,5,Not Available,Not Available,Not Available
140137,2016,2016,5.0000,N/A,N/A,N/A
140143,2014,2015,5,Not Available,Not Available,NULL
140143,2015,2016,5,Not Available,Not Available,1
140143,2016,2016,5.0000,N/A,N/A,1
140145,2014,2015,3,Not Available,Not Available,NULL
140145,2015,2016,4,Not Available,Not Available,1
140145,2016,2016,4.0000,N/A,N/A,1
140147,2014,2015,9,Not Available,Not Available,NULL
140147,2015,2016,6,Not Available,Not Available,10
140147,2016,2016,6.0000,N/A,N/A,10
140148,2014,2015,7,4,6,NULL
140148,2015,2016,4,7,8,6
140148,2016,2016,4.0000,7,8,6
140150,2014,2015,10,9,7,NULL
140150,2015,2016,10,8,5,4
140150,2016,2016,10.0000,8,5,4
140155,2014,2015,1,8,4,NULL
140155,2015,2016,4,9,1,2
140155,2016,2016,4.0000,9,1,2
140158,2014,2015,8,5,10,NULL
140158,2015,2016,10,3,9,9
140158,2016,2016,10.0000,3,9,9
140160,2014,2015,10,1,1,NULL
140160,2015,2016,9,1,1,5
140160,2016,2016,9.0000,1,1,5
140161,2014,2015,8,Not Available,1,NULL
140161,2015,2016,7,Not Available,1,Not Available
140161,2016,2016,7.0000,N/A,1,N/A
140162,2014,2015,1,10,3,NULL
140162,2015,2016,2,10,2,8
140162,2016,2016,2.0000,10,2,8
140164,2014,2015,9,5,3,NULL
140164,2015,2016,6,6,4,6
140164,2016,2016,6.0000,6,4,6
140166,2014,2015,4,1,9,NULL
140166,2015,2016,10,7,10,7
140166,2016,2016,10.0000,7,10,7
140167,2014,2015,9,Not Available,1,NULL
140167,2015,2016,5,Not Available,Not Available,Not Available
140167,2016,2016,5.0000,N/A,N/A,N/A
140172,2014,2015,10,6,7,NULL
140172,2015,2016,10,10,4,6
140172,2016,2016,10.0000,10,4,6
140174,2014,2015,8,4,5,NULL
140174,2015,2016,5,3,5,7
140174,2016,2016,5.0000,3,5,7
140176,2014,2015,5,8,8,NULL
140176,2015,2016,5,8,7,3
140176,2016,2016,5.0000,8,7,3
140177,2014,2015,4,1,1,NULL
140177,2015,2016,3,1,1,Not Available
140177,2016,2016,3.0000,1,1,N/A
140179,2014,2015,5,10,10,NULL
140179,2015,2016,7,10,10,10
140179,2016,2016,7.0000,10,10,10
140180,2014,2015,7,6,2,NULL
140180,2015,2016,1,8,2,4
140180,2016,2016,1.0000,8,2,4
140181,2014,2015,1,8,3,NULL
140181,2015,2016,2,9,3,1
140181,2016,2016,2.0000,9,3,1
140182,2014,2015,9,5,8,NULL
140182,2015,2016,10,5,8,4
140182,2016,2016,10.0000,5,8,4
140184,2014,2015,6,1,3,NULL
140184,2015,2016,8,4,2,3
140184,2016,2016,8.0000,4,2,3
140185,2014,2015,2,6,5,NULL
140185,2015,2016,2,8,9,4
140185,2016,2016,2.0000,8,9,4
140186,2014,2015,1,9,3,NULL
140186,2015,2016,1,6,3,8
140186,2016,2016,1.0000,6,3,8
140187,2014,2015,10,3,9,NULL
140187,2015,2016,9,7,8,5
140187,2016,2016,9.0000,7,8,5
140189,2014,2015,8,10,10,NULL
140189,2015,2016,7,1,9,7
140189,2016,2016,7.0000,1,9,7
140191,2014,2015,5,5,3,NULL
140191,2015,2016,2,6,5,7
140191,2016,2016,2.0000,6,5,7
140197,2014,2015,7,1,6,NULL
140197,2015,2016,5,1,1,Not Available
140197,2016,2016,5.0000,1,1,N/A
140200,2014,2015,1,2,5,NULL
140200,2015,2016,2,3,2,2
140200,2016,2016,2.0000,3,2,2
140202,2014,2015,1,5,7,NULL
140202,2015,2016,1,4,6,2
140202,2016,2016,1.0000,4,6,2
140206,2014,2015,1,4,5,NULL
140206,2015,2016,2,9,8,1
140206,2016,2016,2.0000,9,8,1
140208,2014,2015,3,3,9,NULL
140208,2015,2016,4,3,8,2
140208,2016,2016,4.0000,3,8,2
140209,2014,2015,4,10,6,NULL
140209,2015,2016,5,8,5,8
140209,2016,2016,5.0000,8,5,8
140210,2014,2015,6,Not Available,1,NULL
140210,2015,2016,4,Not Available,1,Not Available
140210,2016,2016,4.0000,N/A,1,N/A
140211,2014,2015,9,3,3,NULL
140211,2015,2016,9,3,4,5
140211,2016,2016,9.0000,3,4,5
140213,2014,2015,2,10,7,NULL
140213,2015,2016,1,10,5,3
140213,2016,2016,1.0000,10,5,3
140217,2014,2015,10,1,3,NULL
140217,2015,2016,10,8,2,3
140217,2016,2016,10.0000,8,2,3
140223,2014,2015,6,3,6,NULL
140223,2015,2016,4,3,6,6
140223,2016,2016,4.0000,3,6,6
140224,2014,2015,9,9,2,NULL
140224,2015,2016,10,9,2,2
140224,2016,2016,10.0000,9,2,2
140228,2014,2015,8,4,5,NULL
140228,2015,2016,8,7,5,7
140228,2016,2016,8.0000,7,5,7
140231,2014,2015,7,3,10,NULL
140231,2015,2016,9,7,10,8
140231,2016,2016,9.0000,7,10,8
140233,2014,2015,10,9,9,NULL
140233,2015,2016,8,9,10,9
140233,2016,2016,8.0000,9,10,9
140234,2014,2015,2,Not Available,Not Available,NULL
140234,2015,2016,1,Not Available,Not Available,1
140234,2016,2016,1.0000,N/A,N/A,1
140239,2014,2015,6,7,5,NULL
140239,2015,2016,2,7,6,7
140239,2016,2016,2.0000,7,6,7
140240,2014,2015,5,9,9,NULL
140240,2015,2016,4,10,9,1
140240,2016,2016,4.0000,10,9,1
140242,2014,2015,8,1,3,NULL
140242,2015,2016,10,3,7,2
140242,2016,2016,10.0000,3,7,2
140250,2014,2015,1,1,6,NULL
140250,2015,2016,1,5,4,7
140250,2016,2016,1.0000,5,4,7
140251,2014,2015,8,4,3,NULL
140251,2015,2016,8,3,3,5
140251,2016,2016,8.0000,3,3,5
140252,2014,2015,3,10,10,NULL
140252,2015,2016,5,10,10,8
140252,2016,2016,5.0000,10,10,8
140258,2014,2015,3,2,7,NULL
140258,2015,2016,5,1,5,3
140258,2016,2016,5.0000,1,5,3
140275,2014,2015,6,1,4,NULL
140275,2015,2016,9,1,7,5
140275,2016,2016,9.0000,1,7,5
140276,2014,2015,9,5,5,NULL
140276,2015,2016,4,4,7,5
140276,2016,2016,4.0000,4,7,5
140280,2014,2015,4,10,8,NULL
140280,2015,2016,3,6,8,8
140280,2016,2016,3.0000,6,8,8
140281,2014,2015,10,9,8,NULL
140281,2015,2016,10,9,9,7
140281,2016,2016,10.0000,9,9,7
140286,2014,2015,7,4,2,NULL
140286,2015,2016,3,5,2,6
140286,2016,2016,3.0000,5,2,6
140288,2014,2015,2,3,5,NULL
140288,2015,2016,5,4,3,6
140288,2016,2016,5.0000,4,3,6
140289,2014,2015,9,10,4,NULL
140289,2015,2016,8,10,5,1
140289,2016,2016,8.0000,10,5,1
140290,2014,2015,3,7,4,NULL
140290,2015,2016,4,6,5,4
140290,2016,2016,4.0000,6,5,4
140291,2014,2015,1,5,4,NULL
140291,2015,2016,1,3,7,3
140291,2016,2016,1.0000,3,7,3
140292,2014,2015,3,6,6,NULL
140292,2015,2016,2,4,8,7
140292,2016,2016,2.0000,4,8,7
140294,2014,2015,4,Not Available,5,NULL
140294,2015,2016,7,Not Available,6,Not Available
140294,2016,2016,7.0000,N/A,6,N/A
140300,2014,2015,6,Not Available,Not Available,NULL
140300,2015,2016,8,Not Available,Not Available,Not Available
140300,2016,2016,8.0000,N/A,N/A,N/A
140304,2014,2015,8,1,7,NULL
140304,2015,2016,8,1,7,6
140304,2016,2016,8.0000,1,7,6
150001,2014,2015,3,1,1,NULL
150001,2015,2016,3,Not Available,Not Available,5
150001,2016,2016,3.0000,N/A,N/A,5
150002,2014,2015,7,10,9,NULL
150002,2015,2016,1,9,9,9
150002,2016,2016,1.0000,9,9,9
150003,2014,2015,2,1,3,NULL
150004,2014,2015,9,3,6,NULL
150004,2015,2016,10,8,5,2
150004,2016,2016,10.0000,8,5,2
150005,2014,2015,6,7,5,NULL
150005,2015,2016,6,1,3,3
150005,2016,2016,6.0000,1,3,3
150006,2014,2015,2,1,5,NULL
150006,2015,2016,2,1,3,2
150006,2016,2016,2.0000,1,3,2
150007,2014,2015,10,3,10,NULL
150007,2015,2016,9,3,10,10
150007,2016,2016,9.0000,3,10,10
150008,2014,2015,1,1,1,NULL
150008,2015,2016,1,4,1,9
150008,2016,2016,1.0000,4,1,9
150009,2014,2015,3,3,6,NULL
150009,2015,2016,3,3,10,9
150009,2016,2016,3.0000,3,10,9
150010,2014,2015,1,3,2,NULL
150010,2015,2016,1,1,3,1
150010,2016,2016,1.0000,1,3,1
150011,2014,2015,3,10,6,NULL
150011,2015,2016,5,10,6,9
150011,2016,2016,5.0000,10,6,9
150012,2014,2015,1,1,4,NULL
150012,2015,2016,2,5,3,8
150012,2016,2016,2.0000,5,3,8
150015,2014,2015,3,4,3,NULL
150015,2015,2016,3,5,4,2
150015,2016,2016,3.0000,5,4,2
150017,2014,2015,5,8,8,NULL
150017,2015,2016,8,9,9,8
150017,2016,2016,8.0000,9,9,8
150018,2014,2015,7,2,4,NULL
150018,2015,2016,9,3,4,5
150018,2016,2016,9.0000,3,4,5
150021,2014,2015,4,4,8,NULL
150021,2015,2016,5,3,9,5
150021,2016,2016,5.0000,3,9,5
150022,2014,2015,3,Not Available,Not Available,NULL
150022,2015,2016,7,Not Available,Not Available,Not Available
150022,2016,2016,7.0000,N/A,N/A,N/A
150023,2014,2015,8,7,6,NULL
150023,2015,2016,6,4,7,3
150023,2016,2016,6.0000,4,7,3
150024,2014,2015,7,10,10,NULL
150024,2015,2016,8,10,10,9
150024,2016,2016,8.0000,10,10,9
150026,2014,2015,9,1,4,NULL
150026,2015,2016,10,1,6,10
150026,2016,2016,10.0000,1,6,10
150030,2014,2015,3,Not Available,4,NULL
150030,2015,2016,3,Not Available,4,6
150030,2016,2016,3.0000,N/A,4,6
150034,2014,2015,3,8,2,NULL
150034,2015,2016,2,5,3,5
150034,2016,2016,2.0000,5,3,5
150035,2014,2015,1,6,8,NULL
150035,2015,2016,1,8,5,2
150035,2016,2016,1.0000,8,5,2
150037,2014,2015,9,Not Available,1,NULL
150037,2015,2016,3,Not Available,1,6
150037,2016,2016,3.0000,N/A,1,6
150038,2014,2015,6,Not Available,5,NULL
150038,2015,2016,6,Not Available,Not Available,Not Available
150042,2014,2015,3,6,4,NULL
150042,2015,2016,2,5,7,10
150042,2016,2016,2.0000,5,7,10
150044,2014,2015,9,5,6,NULL
150044,2015,2016,10,9,5,9
150044,2016,2016,10.0000,9,5,9
150045,2014,2015,7,Not Available,1,NULL
150045,2015,2016,7,Not Available,1,5
150045,2016,2016,7.0000,N/A,1,5
150046,2014,2015,1,10,6,NULL
150046,2015,2016,1,9,5,7
150046,2016,2016,1.0000,9,5,7
150047,2014,2015,6,8,6,NULL
150047,2015,2016,9,7,6,9
150047,2016,2016,9.0000,7,6,9
150048,2014,2015,9,1,1,NULL
150048,2015,2016,9,1,1,2
150048,2016,2016,9.0000,1,1,2
150051,2014,2015,4,6,8,NULL
150051,2015,2016,2,6,7,6
150051,2016,2016,2.0000,6,7,6
150056,2014,2015,9,8,9,NULL
150056,2015,2016,10,9,9,10
150056,2016,2016,10.0000,9,9,10
