ProviderId,DataYear,BaseScore,ConsistencyScore
420048,2016,15,16
420049,2013,23,18
420049,2014,30,19
420049,2015,16,16
420049,2016,16,16
420051,2013,48,20
420051,2014,42,20
420051,2015,26,19
420051,2016,26,19
420053,2014,37,20
420053,2015,45,20
420053,2016,45,20
420054,2013,62,20
420054,2014,38,20
420054,2015,50,18
420055,2013,42,20
420055,2014,15,17
420055,2015,22,19
420055,2016,22,19
420062,2013,37,19
420062,2014,20,19
420065,2013,45,20
420065,2014,41,20
420065,2015,56,20
420065,2016,56,20
420066,2013,40,19
420066,2014,30,14
420066,2015,46,18
420066,2016,46,18
420067,2013,26,20
420067,2014,26,20
420067,2015,28,20
420067,2016,28,20
420068,2013,23,16
420068,2014,16,16
420068,2015,14,14
420068,2016,14,14
420069,2013,58,20
420069,2014,26,18
420069,2015,25,16
420069,2016,25,16
420070,2013,36,18
420070,2014,21,14
420070,2015,22,18
420070,2016,22,18
420071,2013,45,20
420071,2014,44,20
420071,2015,38,20
420071,2016,38,20
420072,2013,48,18
420072,2014,49,20
420072,2015,56,19
420072,2016,56,19
420073,2013,32,20
420073,2014,17,19
420073,2015,17,18
420073,2016,17,18
420078,2013,10,18
420078,2014,12,18
420078,2015,7,18
420078,2016,7,18
420079,2013,3,16
420079,2014,7,17
420079,2015,4,16
420079,2016,4,16
420080,2013,16,18
420080,2014,14,13
420080,2015,9,16
420080,2016,9,16
420082,2013,13,18
420082,2014,6,15
420082,2015,8,13
420082,2016,8,13
420083,2013,28,19
420083,2014,46,20
420083,2015,25,19
420083,2016,25,19
420085,2013,9,16
420085,2014,4,15
420085,2015,5,15
420085,2016,5,15
420086,2013,26,19
420086,2014,21,19
420086,2015,21,19
420086,2016,21,19
420087,2013,48,20
420087,2014,45,20
420087,2015,50,20
420087,2016,50,20
420089,2013,44,20
420089,2014,48,20
420089,2015,52,20
420089,2016,52,20
420091,2013,36,20
420091,2014,28,20
420091,2015,12,18
420091,2016,12,18
420098,2013,35,19
420098,2014,43,20
420098,2015,32,20
420098,2016,32,20
420101,2013,32,19
420101,2014,21,20
420101,2015,16,17
420101,2016,16,17
420102,2013,74,20
420102,2014,78,20
420102,2015,80,20
420102,2016,80,20
420103,2013,63,20
420103,2014,54,20
420103,2015,53,20
420103,2016,53,20
420104,2013,67,20
420104,2014,67,20
420104,2015,68,20
420104,2016,68,20
420105,2014,38,20
420105,2015,35,20
420105,2016,35,20
420106,2015,29,20
420106,2016,29,20
430005,2013,18,19
430005,2014,23,20
430005,2015,9,17
430005,2016,9,17
430008,2013,50,20
430008,2014,43,20
430008,2015,66,20
430008,2016,66,20
430012,2013,33,20
430012,2014,27,20
430012,2015,38,20
430012,2016,38,20
430013,2013,32,18
430013,2014,41,20
430013,2015,25,15
430013,2016,25,15
430014,2013,23,18
430014,2014,20,16
430014,2015,20,19
430014,2016,20,19
430015,2013,14,18
430015,2014,15,17
430015,2015,15,16
430015,2016,15,16
430016,2013,34,18
430016,2014,26,18
430016,2015,21,17
430016,2016,21,17
430027,2013,26,19
430027,2014,17,18
430027,2015,21,19
430027,2016,21,19
430048,2013,56,20
430048,2014,26,17
430048,2015,32,19
430048,2016,32,19
430077,2013,29,18
430077,2014,18,17
430077,2015,7,15
430077,2016,7,15
430084,2015,Not Available,Not Available
430084,2016,Not Available,Not Available
430089,2013,78,20
430089,2014,71,20
430089,2015,74,20
430089,2016,74,20
430090,2013,75,20
430090,2014,75,20
430090,2015,79,20
430090,2016,79,20
430091,2013,67,20
430091,2014,80,20
430091,2015,80,20
430091,2016,80,20
430092,2013,80,20
430092,2014,80,20
430092,2015,80,20
430092,2016,80,20
430095,2013,66,20
430095,2014,73,20
430095,2015,58,20
430095,2016,58,20
430096,2014,Not Available,Not Available
430096,2015,Not Available,Not Available
430096,2016,Not Available,Not Available
430097,2014,55,20
430097,2015,48,19
430097,2016,48,19
440001,2013,30,20
440001,2014,19,16
440001,2015,18,13
440001,2016,18,13
440002,2013,22,17
440002,2014,32,18
440002,2015,26,18
440002,2016,26,18
440003,2013,20,19
440003,2014,10,18
440003,2015,17,18
440003,2016,17,18
440006,2013,16,18
440006,2014,11,17
440006,2015,13,18
440006,2016,13,18
440007,2014,75,20
440007,2015,79,20
440007,2016,79,20
440008,2014,61,20
440008,2015,Not Available,Not Available
440008,2016,Not Available,Not Available
440009,2013,4,17
440009,2014,7,15
440009,2015,11,12
440009,2016,11,12
440010,2014,Not Available,Not Available
440010,2015,30,16
440010,2016,30,16
440011,2013,6,17
440011,2014,1,15
440011,2015,8,16
440011,2016,8,16
440012,2013,28,18
440012,2014,30,19
440012,2015,27,18
440012,2016,27,18
440015,2013,43,20
440015,2014,37,20
440016,2014,Not Available,Not Available
440016,2015,Not Available,Not Available
440016,2016,Not Available,Not Available
440017,2013,24,19
440017,2014,27,20
440017,2015,25,19
440017,2016,25,19
440018,2013,58,20
440018,2014,62,20
440018,2015,43,20
440018,2016,43,20
440020,2013,23,18
440020,2014,20,16
440020,2015,8,17
440020,2016,8,17
440025,2013,9,16
440025,2014,53,20
440025,2015,28,20
440025,2016,28,20
440029,2013,28,20
440029,2014,31,18
440029,2015,39,20
440029,2016,39,20
440030,2013,23,17
440030,2014,21,18
440030,2015,13,17
440030,2016,13,17
440031,2013,17,18
440031,2014,25,18
440031,2015,24,19
440031,2016,24,19
440032,2013,70,20
440032,2014,66,20
440032,2015,73,20
440032,2016,73,20
440033,2013,11,12
440033,2014,5,11
440033,2015,20,12
440033,2016,20,12
440034,2013,48,20
440034,2014,36,20
440034,2015,24,20
440034,2016,24,20
440035,2013,10,16
440035,2014,10,17
440035,2015,9,14
440035,2016,9,14
440039,2013,33,20
440039,2014,29,19
440039,2015,14,16
440039,2016,14,16
440040,2014,Not Available,Not Available
440040,2015,Not Available,Not Available
440040,2016,Not Available,Not Available
440046,2013,19,19
440046,2014,26,20
440046,2015,22,18
440046,2016,22,18
440048,2013,14,18
440048,2014,12,16
440048,2015,3,14
440048,2016,3,14
440049,2013,33,20
440049,2014,28,19
440049,2015,21,19
440049,2016,21,19
440050,2013,52,20
440050,2014,25,18
440050,2015,21,16
440050,2016,21,16
440051,2013,47,19
440051,2014,33,18
440051,2015,16,14
440051,2016,16,14
440053,2013,16,16
440053,2014,30,19
440053,2015,19,18
440053,2016,19,18
440054,2013,59,20
440056,2013,7,14
440056,2014,23,18
440056,2015,24,19
440056,2016,24,19
440057,2013,23,18
440057,2014,10,14
440057,2015,32,17
440057,2016,32,17
440058,2013,9,18
440058,2014,9,14
440058,2015,7,16
440058,2016,7,16
440059,2013,31,20
440059,2014,36,20
440059,2015,21,20
440059,2016,21,20
440060,2015,Not Available,Not Available
440060,2016,Not Available,Not Available
440061,2013,30,20
440061,2014,30,20
440061,2015,20,18
440061,2016,20,18
440063,2013,2,15
440063,2014,8,15
440063,2015,12,15
440063,2016,12,15
440064,2013,28,16
440065,2013,28,20
440065,2014,10,19
440065,2015,6,17
440065,2016,6,17
440067,2013,7,17
440067,2014,6,15
440067,2015,0,10
440067,2016,0,10
440068,2013,16,16
440068,2014,15,19
440068,2015,34,18
440068,2016,34,18
440070,2014,Not Available,Not Available
440070,2015,Not Available,Not Available
440070,2016,Not Available,Not Available
440072,2013,27,18
440072,2014,33,19
440072,2015,8,14
440072,2016,8,14
440073,2013,39,20
440073,2014,39,19
440073,2015,31,18
440073,2016,31,18
440081,2013,22,17
440081,2014,20,20
440081,2015,8,16
440081,2016,8,16
440082,2013,55,20
440082,2014,35,17
440082,2015,25,16
440082,2016,25,16
440083,2014,19,14
440083,2015,17,14
440083,2016,17,14
440084,2013,33,18
440084,2014,43,20
440084,2015,32,18
440084,2016,32,18
440091,2013,55,20
440091,2014,46,20
440091,2015,44,20
440091,2016,44,20
440102,2013,30,17
440102,2014,21,16
440102,2015,18,16
440102,2016,18,16
440104,2013,2,16
440104,2014,4,16
440104,2015,1,14
440104,2016,1,14
440109,2013,54,20
440109,2014,46,20
440109,2015,38,20
440109,2016,38,20
440110,2013,14,16
440110,2014,35,20
440110,2015,19,15
440110,2016,19,15
440111,2013,17,17
440111,2014,8,16
440111,2015,1,13
440111,2016,1,13
440120,2013,17,19
440120,2014,7,19
440120,2015,12,18
440120,2016,12,18
440125,2013,37,20
440125,2014,43,20
440125,2015,28,20
440125,2016,28,20
440130,2013,44,20
440130,2014,61,20
440130,2015,47,19
440130,2016,47,19
440131,2013,29,17
440131,2014,33,15
440131,2015,34,14
440131,2016,34,14
440132,2013,30,20
440132,2014,34,20
440132,2015,27,20
440132,2016,27,20
440133,2013,16,15
440133,2014,23,17
440133,2015,25,20
440133,2016,25,20
440137,2013,24,18
440137,2014,24,18
440137,2015,1,14
440137,2016,1,14
440141,2015,Not Available,Not Available
440144,2013,0,13
440144,2014,3,13
440144,2015,12,14
440144,2016,12,14
440148,2013,31,20
440148,2014,36,20
440148,2015,29,17
440148,2016,29,17
440150,2013,18,19
440150,2014,15,18
440150,2015,9,17
440150,2016,9,17
440151,2013,7,15
440151,2014,13,18
440151,2015,14,18
440151,2016,14,18
440152,2013,21,15
440152,2014,16,17
440152,2015,3,15
440152,2016,3,15
440153,2013,19,17
440153,2014,7,15
440153,2015,23,14
440153,2016,23,14
440156,2013,32,20
440156,2014,20,20
440156,2015,9,18
440156,2016,9,18
440159,2013,38,17
440159,2014,8,11
440159,2015,8,7
440159,2016,8,7
440161,2013,35,20
440161,2014,33,20
440161,2015,26,20
440161,2016,26,20
440173,2013,44,20
440173,2014,37,20
440173,2015,23,19
440173,2016,23,19
440175,2013,22,19
440175,2014,6,16
440175,2015,5,14
440175,2016,5,14
440176,2013,11,18
440176,2014,20,19
440176,2015,22,20
440176,2016,22,20
440180,2013,39,14
440180,2014,50,19
440180,2015,75,20
440180,2016,75,20
440181,2015,Not Available,Not Available
440181,2016,Not Available,Not Available
440182,2013,31,17
440182,2014,19,19
440182,2015,26,19
440182,2016,26,19
440183,2013,15,17
440183,2014,15,18
440183,2015,10,14
440183,2016,10,14
440184,2013,71,20
440184,2014,38,20
440184,2015,38,20
440184,2016,38,20
440185,2013,22,18
440185,2014,15,17
440185,2015,6,17
440185,2016,6,17
440187,2013,33,20
440187,2014,17,17
440187,2015,35,20
440187,2016,35,20
440189,2013,14,19
440189,2014,29,20
440189,2015,22,19
440189,2016,22,19
440192,2013,42,20
440192,2014,39,20
440192,2015,35,18
440192,2016,35,18
440193,2013,4,13
440193,2014,1,10
440193,2015,21,13
440193,2016,21,13
440194,2013,16,19
440194,2014,3,16
440194,2015,6,17
440194,2016,6,17
440197,2013,15,19
440197,2014,11,19
440197,2015,5,15
440197,2016,5,15
440200,2015,36,14
440200,2016,36,14
440218,2014,79,20
440218,2015,77,20
440218,2016,77,20
440227,2013,21,19
440227,2014,21,17
440227,2015,14,17
440227,2016,14,17
440228,2013,9,17
440228,2014,15,18
440228,2015,14,17
440228,2016,14,17
450002,2013,30,19
450002,2014,16,18
450002,2015,3,15
450002,2016,3,15
450005,2013,33,17
450005,2014,57,20
450005,2015,67,20
450007,2013,15,17
450007,2014,11,18
450007,2015,28,19
450007,2016,28,19
450010,2013,39,18
450010,2014,38,20
450010,2015,20,18
450010,2016,20,18
450011,2013,32,20
450011,2014,27,20
450011,2015,26,20
450011,2016,26,20
450015,2013,2,12
450015,2014,10,15
450015,2015,2,11
450015,2016,2,11
450018,2013,26,18
450018,2014,19,18
450018,2015,13,17
450018,2016,13,17
450021,2013,19,18
450021,2014,24,18
450021,2015,23,17
450021,2016,23,17
450023,2013,30,19
450023,2014,19,18
450023,2015,20,14
450023,2016,20,14
450024,2013,38,20
450024,2014,23,19
450024,2015,13,17
450024,2016,13,17
450028,2013,24,20
450028,2014,19,19
450028,2015,2,14
450028,2016,2,14
450029,2013,33,18
450029,2014,6,13
450029,2015,4,11
450029,2016,4,11
450032,2013,14,18
450032,2014,5,15
450032,2015,7,16
450032,2016,7,16
450033,2013,8,16
450033,2014,18,17
450033,2015,3,14
450033,2016,3,14
450034,2013,28,18
450034,2014,25,18
450034,2015,6,18
450034,2016,6,18
450035,2013,31,18
450035,2014,14,16
450035,2015,0,12
450035,2016,0,12
450037,2013,36,20
450037,2014,25,20
450037,2015,19,19
450037,2016,19,19
450039,2013,15,16
450039,2014,9,17
450039,2015,2,13
450039,2016,2,13
450040,2013,22,19
450040,2014,31,20
450040,2015,22,18
450040,2016,22,18
450042,2013,54,20
450042,2014,36,20
450042,2015,24,17
450042,2016,24,17
450044,2013,17,19
450044,2014,51,20
450044,2015,24,20
450044,2016,24,20
450046,2013,12,17
450046,2014,10,16
450046,2015,9,17
450046,2016,9,17
450051,2013,15,16
450051,2014,17,17
450051,2015,12,17
450051,2016,12,17
450052,2015,Not Available,Not Available
450052,2016,Not Available,Not Available
450054,2013,14,16
450054,2014,14,17
450054,2015,27,16
450054,2016,27,16
450055,2013,66,20
450055,2014,46,20
450055,2015,54,20
450055,2016,54,20
450056,2013,26,17
450056,2014,21,16
450056,2015,3,14
450056,2016,3,14
450058,2013,16,17
450058,2014,14,17
450058,2015,0,16
450058,2016,0,16
450064,2013,16,17
450064,2014,17,18
450064,2015,25,18
450064,2016,25,18
450068,2013,15,17
450068,2014,25,20
450068,2015,24,19
450068,2016,24,19
450072,2013,34,17
450072,2014,12,15
450072,2015,0,15
450072,2016,0,15
450079,2013,19,19
450079,2014,18,20
450079,2015,21,17
450079,2016,21,17
450080,2013,19,17
450080,2014,41,20
450080,2015,29,17
450080,2016,29,17
450082,2013,43,19
450082,2014,26,17
450082,2015,13,14
450082,2016,13,14
450083,2013,7,17
450083,2014,2,18
450083,2015,8,17
450083,2016,8,17
450085,2014,59,20
450085,2015,42,20
450085,2016,42,20
450087,2013,6,17
450087,2014,11,16
450087,2015,15,17
450087,2016,15,17
450090,2013,17,15
450090,2014,52,20
450092,2013,13,15
450092,2014,19,17
450092,2015,1,8
450092,2016,1,8
450097,2013,5,17
450097,2014,0,15
450097,2015,0,12
450097,2016,0,12
450099,2013,33,20
450099,2014,2,16
450099,2015,8,16
450099,2016,8,16
450101,2013,14,17
450101,2014,7,15
450101,2015,8,14
450101,2016,8,14
450102,2013,22,19
450102,2014,17,18
450102,2015,22,19
450102,2016,22,19
450104,2013,31,19
450104,2014,30,20
450104,2015,19,18
450104,2016,19,18
450107,2013,17,18
450107,2014,6,16
450107,2015,5,15
450107,2016,5,15
450108,2013,56,20
450108,2014,17,18
450108,2015,24,18
450108,2016,24,18
450119,2013,15,18
450119,2014,13,17
450119,2015,0,13
450119,2016,0,13
450124,2013,30,17
450124,2014,11,17
450124,2015,4,17
450124,2016,4,17
450128,2013,29,19
450128,2014,13,17
450128,2015,3,14
450128,2016,3,14
450130,2013,29,20
450130,2014,3,13
450130,2015,5,14
450130,2016,5,14
450132,2013,24,18
450132,2014,8,18
450132,2015,1,16
450132,2016,1,16
450133,2013,25,17
450133,2014,0,13
450133,2015,15,16
450133,2016,15,16
450135,2013,23,20
450135,2014,29,20
450135,2015,33,20
450135,2016,33,20
450137,2013,32,20
450137,2014,19,19
450137,2015,7,16
450137,2016,7,16
450143,2015,Not Available,Not Available
450143,2016,Not Available,Not Available
450144,2014,17,11
450144,2015,Not Available,Not Available
450144,2016,Not Available,Not Available
450147,2013,43,20
450147,2014,24,20
450147,2015,8,18
450147,2016,8,18
450148,2013,39,18
450148,2014,32,20
450148,2015,12,15
450148,2016,12,15
450152,2013,27,20
450152,2014,25,20
450152,2015,28,20
450152,2016,28,20
450154,2013,23,11
450154,2014,14,14
450154,2015,24,12
450154,2016,24,12
450155,2013,1,16
450155,2014,21,16
450155,2015,Not Available,Not Available
450155,2016,Not Available,Not Available
450162,2013,56,20
450162,2014,30,19
450162,2015,31,18
450162,2016,31,18
450163,2013,24,17
450163,2014,28,17
450163,2015,21,17
450163,2016,21,17
450165,2013,7,15
450165,2014,20,17
450165,2015,36,19
450165,2016,36,19
450176,2013,19,20
450176,2014,27,20
450176,2015,22,19
450176,2016,22,19
450177,2013,55,20
450177,2014,58,20
450177,2015,48,20
450177,2016,48,20
450178,2014,65,20
450184,2013,17,19
450184,2014,21,18
450184,2015,12,18
450184,2016,12,18
450187,2013,26,18
450187,2014,26,19
450187,2015,35,18
450187,2016,35,18
450188,2014,35,19
450192,2013,62,20
450192,2014,31,18
450192,2015,37,20
450192,2016,37,20
450193,2013,10,14
450193,2014,29,18
450193,2015,2,13
450193,2016,2,13
450194,2013,32,18
450194,2015,27,19
450194,2016,27,19
450196,2013,2,15
450196,2014,0,11
450200,2013,24,20
450200,2014,34,20
450200,2015,21,17
450200,2016,21,17
450203,2013,29,19
450203,2014,22,18
450203,2015,11,18
450203,2016,11,18
450209,2013,11,17
450209,2014,18,18
450209,2015,0,15
450209,2016,0,15
450210,2014,36,19
450210,2015,Not Available,Not Available
450210,2016,Not Available,Not Available
450211,2013,27,20
450211,2014,15,18
450211,2015,4,18
450211,2016,4,18
450213,2013,18,16
450213,2014,12,14
450213,2015,14,15
450213,2016,14,15
450214,2013,48,18
450214,2014,Not Available,Not Available
450214,2015,Not Available,Not Available
450214,2016,Not Available,Not Available
450219,2013,23,15
450219,2014,43,18
450219,2015,35,16
450219,2016,35,16
450221,2013,47,20
450221,2014,39,20
450221,2015,17,17
450221,2016,17,17
450222,2013,11,18
450222,2014,5,16
450222,2015,0,14
450222,2016,0,14
450229,2013,35,20
450229,2014,38,20
450229,2015,17,18
450229,2016,17,18
450231,2013,29,18
450231,2014,22,20
450231,2015,24,19
450231,2016,24,19
450235,2014,Not Available,Not Available
450235,2015,Not Available,Not Available
450235,2016,Not Available,Not Available
450236,2013,17,18
450236,2014,33,19
450236,2015,27,20
450236,2016,27,20
450237,2013,17,19
450237,2014,15,19
450237,2015,17,18
450237,2016,17,18
450271,2013,40,19
450271,2014,29,20
450271,2015,17,15
450271,2016,17,15
450272,2013,30,18
450272,2014,33,20
450272,2015,33,20
450272,2016,33,20
450280,2013,13,17
450280,2014,14,18
450280,2015,13,17
450280,2016,13,17
450289,2013,22,15
450289,2014,8,14
450289,2015,3,16
450289,2016,3,16
450292,2013,47,20
450292,2014,53,20
450292,2015,46,20
450292,2016,46,20
450293,2015,Not Available,Not Available
450293,2016,Not Available,Not Available
450296,2013,35,19
450299,2013,22,17
450299,2014,32,20
450299,2015,19,19
450299,2016,19,19
450324,2013,31,20
450324,2014,17,19
450324,2015,17,17
450324,2016,17,17
450330,2013,7,16
450330,2014,7,16
450330,2015,2,12
450330,2016,2,12
450340,2013,45,20
450340,2014,46,20
450340,2015,26,20
450340,2016,26,20
450346,2013,28,19
450347,2013,31,17
450347,2014,9,12
450347,2015,2,11
450347,2016,2,11
450348,2014,62,18
450348,2015,54,14
450348,2016,54,14
450351,2013,71,20
450351,2014,66,20
450351,2015,53,20
450351,2016,53,20
450352,2013,33,20
450352,2014,17,17
450352,2015,10,17
450352,2016,10,17
450358,2013,35,20
450358,2014,26,20
450358,2015,24,20
450358,2016,24,20
450369,2013,70,20
450369,2014,62,20
450369,2015,60,20
450369,2016,60,20
450370,2013,53,20
450370,2014,13,17
450370,2015,24,18
450370,2016,24,18
450372,2013,41,20
450372,2014,42,17
450372,2015,33,20
450372,2016,33,20
450373,2014,79,20
450379,2013,19,13
450379,2014,1,4
450379,2015,2,9
450379,2016,2,9
450388,2013,3,16
450388,2014,16,17
450388,2015,19,17
450388,2016,19,17
450389,2013,28,16
450389,2014,7,17
450389,2015,7,13
450389,2016,7,13
450395,2013,51,20
450395,2014,12,16
450395,2015,6,12
450395,2016,6,12
450399,2014,41,19
450400,2014,63,20
450400,2015,65,20
450400,2016,65,20
450403,2013,1,15
450403,2014,33,20
450403,2015,19,19
450403,2016,19,19
450411,2013,49,20
450411,2014,68,20
450411,2015,54,20
450411,2016,54,20
450419,2013,47,20
450419,2014,45,20
450419,2015,64,20
450419,2016,64,20
450422,2013,71,20
450422,2014,80,20
450422,2015,80,20
450422,2016,80,20
450424,2013,22,19
450424,2014,33,19
450424,2015,15,18
450424,2016,15,18
450431,2013,33,20
450431,2014,37,20
450431,2015,31,20
450431,2016,31,20
450447,2013,11,18
450447,2014,20,16
450447,2015,13,18
450447,2016,13,18
450451,2013,66,20
450451,2014,66,15
450451,2015,70,20
450451,2016,70,20
450460,2014,67,18
450460,2015,75,18
450460,2016,75,18
450462,2013,23,18
450462,2014,17,19
450462,2015,23,18
450462,2016,23,18
450465,2013,19,18
450465,2014,24,19
450465,2015,26,20
450465,2016,26,20
450469,2013,26,20
450469,2014,3,17
450469,2015,17,18
450469,2016,17,18
450475,2013,45,19
450475,2014,25,18
450475,2015,13,13
450475,2016,13,13
450484,2013,49,20
450484,2014,45,20
450484,2015,18,19
450484,2016,18,19
450497,2014,Not Available,Not Available
450497,2015,Not Available,Not Available
450497,2016,Not Available,Not Available
450498,2014,Not Available,Not Available
450508,2013,25,19
450508,2014,15,17
450508,2015,14,16
450508,2016,14,16
450518,2013,10,17
450518,2014,16,18
450518,2015,3,15
450518,2016,3,15
450537,2013,9,18
450537,2014,35,18
450537,2015,19,18
450537,2016,19,18
450539,2013,42,19
450539,2014,39,20
450539,2015,40,20
450539,2016,40,20
450558,2013,22,18
450558,2014,14,17
450558,2015,5,15
450558,2016,5,15
450563,2013,34,20
450563,2014,32,20
450563,2015,31,20
450563,2016,31,20
450565,2013,24,18
450565,2014,28,19
450565,2015,24,15
450565,2016,24,15
450571,2013,49,20
450571,2014,32,20
450571,2015,23,20
450571,2016,23,20
450573,2013,35,16
450573,2014,17,16
450573,2015,26,17
450573,2016,26,17
450578,2015,Not Available,Not Available
450578,2016,Not Available,Not Available
450580,2013,15,13
450580,2014,47,18
450580,2015,35,14
450580,2016,35,14
450584,2014,Not Available,Not Available
450586,2014,Not Available,Not Available
450586,2015,Not Available,Not Available
450586,2016,Not Available,Not Available
450587,2013,14,18
450587,2014,22,17
450587,2015,9,17
450587,2016,9,17
450591,2013,35,20
450591,2014,31,20
450596,2013,22,18
450596,2014,2,15
450596,2015,10,17
450596,2016,10,17
450597,2014,52,20
450597,2015,26,17
450597,2016,26,17
450604,2013,75,20
450604,2014,77,20
450604,2015,79,20
450604,2016,79,20
450605,2013,26,18
450605,2014,5,16
450605,2015,5,10
450605,2016,5,10
450610,2013,34,20
450610,2014,33,20
450610,2015,25,18
450610,2016,25,18
450617,2013,15,19
450617,2014,7,17
450617,2015,1,15
450617,2016,1,15
450620,2014,Not Available,Not Available
450620,2015,Not Available,Not Available
450620,2016,Not Available,Not Available
450634,2013,10,18
450634,2014,13,19
450634,2015,10,18
450634,2016,10,18
450638,2013,26,17
450638,2014,6,17
450638,2015,0,15
450638,2016,0,15
450639,2013,31,19
450639,2014,29,20
450639,2015,32,20
450639,2016,32,20
450641,2014,Not Available,Not Available
450641,2015,Not Available,Not Available
450641,2016,Not Available,Not Available
450643,2013,20,19
450643,2014,21,19
450643,2015,2,11
450643,2016,2,11
450644,2013,8,18
450644,2014,1,14
450644,2015,0,13
450644,2016,0,13
450647,2013,32,20
450647,2014,25,18
450647,2015,23,19
450647,2016,23,19
450651,2013,6,17
450651,2014,16,16
450651,2015,9,16
450651,2016,9,16
450653,2013,17,16
450653,2014,7,14
450653,2015,7,12
450653,2016,7,12
450654,2014,57,17
450654,2015,25,7
450654,2016,25,7
450656,2013,48,20
450656,2014,36,20
450656,2015,33,20
450656,2016,33,20
450658,2015,Not Available,Not Available
450658,2016,Not Available,Not Available
450659,2013,30,19
450659,2014,30,16
450659,2015,18,17
450659,2016,18,17
450661,2013,8,19
450661,2014,15,18
450661,2015,14,19
450661,2016,14,19
450662,2013,0,15
450662,2014,11,14
450662,2015,9,14
450662,2016,9,14
450668,2013,12,17
450668,2014,8,16
450668,2015,15,15
450668,2016,15,15
450669,2013,20,20
450669,2014,16,18
450669,2015,18,19
450669,2016,18,19
450670,2013,3,14
450670,2014,11,17
450670,2015,9,15
450670,2016,9,15
450672,2013,27,20
450672,2014,10,18
450672,2015,6,17
450672,2016,6,17
450674,2013,9,14
450674,2014,12,15
450674,2015,6,13
450674,2016,6,13
450675,2013,6,13
450675,2014,16,15
450675,2015,8,14
450675,2016,8,14
450677,2013,21,17
450677,2014,29,20
450677,2015,27,18
450677,2016,27,18
450678,2013,10,17
450678,2014,26,18
450678,2015,10,18
450678,2016,10,18
450684,2013,29,20
450684,2014,24,19
450684,2015,23,18
450684,2016,23,18
450686,2013,56,20
450686,2014,38,18
450686,2015,40,20
450686,2016,40,20
450688,2013,13,10
450688,2014,6,8
450688,2015,3,9
450688,2016,3,9
450690,2013,70,20
450690,2014,39,19
450690,2015,20,17
450690,2016,20,17
450694,2015,Not Available,Not Available
450694,2016,Not Available,Not Available
450697,2013,9,14
450697,2014,3,11
450697,2015,0,8
450697,2016,0,8
450702,2013,35,20
450702,2014,32,20
450702,2015,21,18
450702,2016,21,18
450709,2013,17,17
450709,2014,13,16
450711,2013,9,17
450711,2014,10,16
450711,2015,5,15
450711,2016,5,15
450713,2013,30,19
450713,2014,29,19
450713,2015,21,19
450713,2016,21,19
450716,2013,6,14
450716,2014,13,14
450716,2015,0,13
450716,2016,0,13
450718,2013,26,18
450718,2014,32,19
450718,2015,17,17
450718,2016,17,17
450723,2013,12,11
450723,2014,24,16
450723,2015,15,13
450723,2016,15,13
450730,2013,32,19
450730,2014,2,17
450730,2015,10,17
450730,2016,10,17
450742,2013,24,19
450742,2014,16,19
450742,2015,16,17
450742,2016,16,17
450743,2013,15,18
450743,2014,29,19
450743,2015,24,19
450743,2016,24,19
450747,2013,30,18
450747,2014,6,17
450747,2015,7,15
450747,2016,7,15
450749,2014,Not Available,Not Available
450749,2015,Not Available,Not Available
450749,2016,Not Available,Not Available
450754,2014,56,19
450754,2015,50,20
450754,2016,50,20
450755,2014,46,20
450755,2015,59,20
450755,2016,59,20
450766,2013,51,20
450766,2014,61,20
450766,2015,49,20
450766,2016,49,20
450771,2013,35,20
450771,2014,47,20
450771,2015,40,20
450771,2016,40,20
450774,2013,72,20
450774,2014,64,20
450774,2015,80,20
450774,2016,80,20
450775,2013,9,17
450775,2014,2,15
450775,2015,1,13
450775,2016,1,13
450779,2013,22,19
450779,2014,39,20
450779,2015,48,20
450779,2016,48,20
450780,2013,64,20
450780,2014,64,20
450780,2015,66,20
450780,2016,66,20
450788,2013,22,20
450788,2014,10,19
450788,2015,3,17
450788,2016,3,17
450795,2013,5,11
450796,2014,Not Available,Not Available
450801,2013,48,20
450801,2014,33,20
450801,2015,33,20
450801,2016,33,20
450803,2013,19,13
450804,2013,39,20
450804,2014,22,19
450804,2015,49,20
450804,2016,49,20
450808,2014,75,20
450808,2015,75,20
450808,2016,75,20
450809,2013,31,19
450809,2014,25,20
450809,2015,19,18
450809,2016,19,18
450820,2013,31,20
450820,2014,21,19
450820,2015,26,18
450820,2016,26,18
450822,2013,22,18
450822,2014,14,18
450822,2015,29,19
450822,2016,29,19
450825,2013,52,20
450825,2014,34,18
450825,2015,25,17
450825,2016,25,17
450827,2013,37,20
450827,2014,64,20
450827,2015,12,15
450827,2016,12,15
450828,2013,20,18
450828,2014,44,20
450828,2015,49,17
450828,2016,49,17
450831,2015,Not Available,Not Available
450831,2016,Not Available,Not Available
450832,2013,28,18
450833,2013,36,19
450833,2014,11,17
450833,2015,4,13
450833,2016,4,13
450834,2013,75,20
450834,2014,80,20
450834,2015,76,20
450834,2016,76,20
450840,2013,19,17
450840,2014,37,20
450840,2015,16,16
450840,2016,16,16
450841,2013,80,20
450844,2013,22,19
450844,2014,14,17
450844,2015,21,18
450844,2016,21,18
450845,2013,72,20
450845,2014,38,20
450845,2015,57,20
450845,2016,57,20
450847,2013,21,19
450847,2014,29,20
450847,2015,20,19
450847,2016,20,19
450848,2013,28,19
450848,2014,15,16
450848,2015,15,19
450848,2016,15,19
