ProviderId,DataYear,MId_3_AchievementPoints,MId_6_AchievementPoints,MId_7_AchievementPoints,MId_1_AchievementPoints,MId_4_AchievementPoints,MId_5_AchievementPoints,MId_2_AchievementPoints,MId_8_AchievementPoints,MId_3_ImprovementPoints,MId_6_ImprovementPoints,MId_7_ImprovementPoints,MId_1_ImprovementPoints,MId_4_ImprovementPoints,MId_5_ImprovementPoints,MId_2_ImprovementPoints,MId_8_ImprovementPoints,MId_3_DimensionScore,MId_6_DimensionScore,MId_7_DimensionScore,MId_1_DimensionScore,MId_4_DimensionScore,MId_5_DimensionScore,MId_2_DimensionScore,MId_8_DimensionScore
160029,2015,8 out of 10,8 out of 10,4 out of 10,6 out of 10,6 out of 10,10 out of 10,6 out of 10,3 out of 10,6 out of 9,7 out of 9,4 out of 9,6 out of 9,5 out of 9,9 out of 9,4 out of 9,1 out of 9,8 out of 10,8 out of 10,4 out of 10,6 out of 10,6 out of 10,10 out of 10,6 out of 10,3 out of 10
160029,2016,8 out of 10,8 out of 10,4 out of 10,6 out of 10,6 out of 10,10 out of 10,6 out of 10,3 out of 10,6 out of 9,7 out of 9,4 out of 9,6 out of 9,5 out of 9,9 out of 9,4 out of 9,1 out of 9,8 out of 10,8 out of 10,4 out of 10,6 out of 10,6 out of 10,10 out of 10,6 out of 10,3 out of 10
160030,2013,2 out of 10,7 out of 10,3 out of 10,1 out of 10,6 out of 10,7 out of 10,4 out of 10,4 out of 10,0 out of 9,7 out of 9,5 out of 9,2 out of 9,6 out of 9,5 out of 9,3 out of 9,4 out of 9,2 out of 10,7 out of 10,5 out of 10,2 out of 10,6 out of 10,7 out of 10,4 out of 10,4 out of 10
160030,2014,4 out of 10,7 out of 10,4 out of 10,3 out of 10,5 out of 10,10 out of 10,6 out of 10,1 out of 10,4 out of 9,4 out of 9,3 out of 9,3 out of 9,3 out of 9,9 out of 9,6 out of 9,0 out of 9,4 out of 10,7 out of 10,4 out of 10,3 out of 10,5 out of 10,10 out of 10,6 out of 10,1 out of 10
160030,2015,2 out of 10,6 out of 10,0 out of 10,4 out of 10,4 out of 10,9 out of 10,5 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,2 out of 9,0 out of 9,8 out of 9,0 out of 9,0 out of 9,2 out of 10,6 out of 10,0 out of 10,4 out of 10,4 out of 10,9 out of 10,5 out of 10,0 out of 10
160030,2016,2 out of 10,6 out of 10,0 out of 10,4 out of 10,4 out of 10,9 out of 10,5 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,2 out of 9,0 out of 9,8 out of 9,0 out of 9,0 out of 9,2 out of 10,6 out of 10,0 out of 10,4 out of 10,4 out of 10,9 out of 10,5 out of 10,0 out of 10
160032,2013,6 out of 10,1 out of 10,4 out of 10,0 out of 10,3 out of 10,7 out of 10,5 out of 10,4 out of 10,0 out of 9,0 out of 9,2 out of 9,0 out of 9,0 out of 9,6 out of 9,4 out of 9,0 out of 9,6 out of 10,1 out of 10,4 out of 10,0 out of 10,3 out of 10,7 out of 10,5 out of 10,4 out of 10
160032,2014,7 out of 10,5 out of 10,0 out of 10,1 out of 10,4 out of 10,4 out of 10,5 out of 10,5 out of 10,0 out of 9,4 out of 9,0 out of 9,3 out of 9,2 out of 9,0 out of 9,3 out of 9,4 out of 9,7 out of 10,5 out of 10,0 out of 10,3 out of 10,4 out of 10,4 out of 10,5 out of 10,5 out of 10
160032,2015,3 out of 10,3 out of 10,5 out of 10,0 out of 10,1 out of 10,6 out of 10,0 out of 10,4 out of 10,0 out of 9,3 out of 9,3 out of 9,2 out of 9,1 out of 9,3 out of 9,0 out of 9,0 out of 9,3 out of 10,3 out of 10,5 out of 10,2 out of 10,1 out of 10,6 out of 10,0 out of 10,4 out of 10
160032,2016,3 out of 10,3 out of 10,5 out of 10,0 out of 10,1 out of 10,6 out of 10,0 out of 10,4 out of 10,0 out of 9,3 out of 9,3 out of 9,2 out of 9,1 out of 9,3 out of 9,0 out of 9,0 out of 9,3 out of 10,3 out of 10,5 out of 10,2 out of 10,1 out of 10,6 out of 10,0 out of 10,4 out of 10
160033,2013,0 out of 10,4 out of 10,3 out of 10,2 out of 10,5 out of 10,5 out of 10,4 out of 10,4 out of 10,0 out of 9,2 out of 9,1 out of 9,1 out of 9,3 out of 9,5 out of 9,3 out of 9,3 out of 9,0 out of 10,4 out of 10,3 out of 10,2 out of 10,5 out of 10,5 out of 10,4 out of 10,4 out of 10
160033,2014,0 out of 10,1 out of 10,1 out of 10,0 out of 10,2 out of 10,4 out of 10,3 out of 10,2 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,2 out of 9,0 out of 9,0 out of 9,0 out of 10,1 out of 10,1 out of 10,0 out of 10,2 out of 10,4 out of 10,3 out of 10,2 out of 10
160033,2015,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,5 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,5 out of 9,0 out of 9,0 out of 9,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,5 out of 10,0 out of 10,0 out of 10
160033,2016,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,5 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,5 out of 9,0 out of 9,0 out of 9,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,5 out of 10,0 out of 10,0 out of 10
160040,2013,3 out of 10,6 out of 10,1 out of 10,9 out of 10,5 out of 10,5 out of 10,5 out of 10,1 out of 10,0 out of 9,4 out of 9,0 out of 9,8 out of 9,3 out of 9,4 out of 9,5 out of 9,2 out of 9,3 out of 10,6 out of 10,1 out of 10,9 out of 10,5 out of 10,5 out of 10,5 out of 10,2 out of 10
160040,2014,2 out of 10,3 out of 10,0 out of 10,6 out of 10,5 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,2 out of 9,0 out of 9,2 out of 9,0 out of 9,2 out of 10,3 out of 10,0 out of 10,6 out of 10,5 out of 10,0 out of 10,2 out of 10,0 out of 10
160040,2015,8 out of 10,5 out of 10,4 out of 10,8 out of 10,4 out of 10,5 out of 10,3 out of 10,0 out of 10,7 out of 9,0 out of 9,5 out of 9,5 out of 9,2 out of 9,7 out of 9,2 out of 9,0 out of 9,8 out of 10,5 out of 10,5 out of 10,8 out of 10,4 out of 10,7 out of 10,3 out of 10,0 out of 10
160040,2016,8 out of 10,5 out of 10,4 out of 10,8 out of 10,4 out of 10,5 out of 10,3 out of 10,0 out of 10,7 out of 9,0 out of 9,5 out of 9,5 out of 9,2 out of 9,7 out of 9,2 out of 9,0 out of 9,8 out of 10,5 out of 10,5 out of 10,8 out of 10,4 out of 10,7 out of 10,3 out of 10,0 out of 10
160045,2013,0 out of 10,5 out of 10,2 out of 10,3 out of 10,4 out of 10,8 out of 10,5 out of 10,2 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,1 out of 9,2 out of 9,0 out of 10,5 out of 10,2 out of 10,3 out of 10,4 out of 10,8 out of 10,5 out of 10,2 out of 10
160045,2014,0 out of 10,6 out of 10,4 out of 10,3 out of 10,6 out of 10,9 out of 10,4 out of 10,5 out of 10,2 out of 9,3 out of 9,4 out of 9,1 out of 9,6 out of 9,8 out of 9,5 out of 9,4 out of 9,2 out of 10,6 out of 10,4 out of 10,3 out of 10,6 out of 10,9 out of 10,5 out of 10,5 out of 10
160045,2015,0 out of 10,4 out of 10,0 out of 10,2 out of 10,2 out of 10,9 out of 10,0 out of 10,2 out of 10,3 out of 9,0 out of 9,2 out of 9,0 out of 9,2 out of 9,7 out of 9,0 out of 9,1 out of 9,3 out of 10,4 out of 10,2 out of 10,2 out of 10,2 out of 10,9 out of 10,0 out of 10,2 out of 10
160045,2016,0 out of 10,4 out of 10,0 out of 10,2 out of 10,2 out of 10,9 out of 10,0 out of 10,2 out of 10,3 out of 9,0 out of 9,2 out of 9,0 out of 9,2 out of 9,7 out of 9,0 out of 9,1 out of 9,3 out of 10,4 out of 10,2 out of 10,2 out of 10,2 out of 10,9 out of 10,0 out of 10,2 out of 10
160047,2013,1 out of 10,5 out of 10,3 out of 10,2 out of 10,4 out of 10,3 out of 10,2 out of 10,1 out of 10,0 out of 9,3 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,1 out of 10,5 out of 10,3 out of 10,2 out of 10,4 out of 10,3 out of 10,2 out of 10,1 out of 10
160047,2014,7 out of 10,3 out of 10,1 out of 10,1 out of 10,4 out of 10,10 out of 10,7 out of 10,2 out of 10,6 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,9 out of 9,7 out of 9,1 out of 9,7 out of 10,3 out of 10,1 out of 10,1 out of 10,4 out of 10,10 out of 10,7 out of 10,2 out of 10
160047,2015,2 out of 10,5 out of 10,4 out of 10,1 out of 10,6 out of 10,9 out of 10,7 out of 10,4 out of 10,0 out of 9,4 out of 9,2 out of 9,2 out of 9,5 out of 9,0 out of 9,6 out of 9,1 out of 9,2 out of 10,5 out of 10,4 out of 10,2 out of 10,6 out of 10,9 out of 10,7 out of 10,4 out of 10
160047,2016,2 out of 10,5 out of 10,4 out of 10,1 out of 10,6 out of 10,9 out of 10,7 out of 10,4 out of 10,0 out of 9,4 out of 9,2 out of 9,2 out of 9,5 out of 9,0 out of 9,6 out of 9,1 out of 9,2 out of 10,5 out of 10,4 out of 10,2 out of 10,6 out of 10,9 out of 10,7 out of 10,4 out of 10
160057,2013,2 out of 10,3 out of 10,3 out of 10,3 out of 10,4 out of 10,4 out of 10,5 out of 10,0 out of 10,1 out of 9,1 out of 9,2 out of 9,2 out of 9,0 out of 9,2 out of 9,3 out of 9,0 out of 9,2 out of 10,3 out of 10,3 out of 10,3 out of 10,4 out of 10,4 out of 10,5 out of 10,0 out of 10
160057,2014,1 out of 10,2 out of 10,2 out of 10,4 out of 10,2 out of 10,7 out of 10,4 out of 10,2 out of 10,0 out of 9,1 out of 9,0 out of 9,2 out of 9,0 out of 9,6 out of 9,0 out of 9,2 out of 9,1 out of 10,2 out of 10,2 out of 10,4 out of 10,2 out of 10,7 out of 10,4 out of 10,2 out of 10
160057,2015,0 out of 10,1 out of 10,0 out of 10,1 out of 10,0 out of 10,6 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,7 out of 9,0 out of 9,0 out of 9,0 out of 10,1 out of 10,0 out of 10,1 out of 10,0 out of 10,7 out of 10,0 out of 10,0 out of 10
160057,2016,0 out of 10,1 out of 10,0 out of 10,1 out of 10,0 out of 10,6 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,7 out of 9,0 out of 9,0 out of 9,0 out of 10,1 out of 10,0 out of 10,1 out of 10,0 out of 10,7 out of 10,0 out of 10,0 out of 10
160058,2013,0 out of 10,2 out of 10,0 out of 10,0 out of 10,1 out of 10,5 out of 10,1 out of 10,0 out of 10,0 out of 9,2 out of 9,2 out of 9,0 out of 9,3 out of 9,4 out of 9,2 out of 9,1 out of 9,0 out of 10,2 out of 10,2 out of 10,0 out of 10,3 out of 10,5 out of 10,2 out of 10,1 out of 10
160058,2014,0 out of 10,3 out of 10,0 out of 10,0 out of 10,0 out of 10,7 out of 10,0 out of 10,0 out of 10,0 out of 9,3 out of 9,1 out of 9,0 out of 9,1 out of 9,6 out of 9,0 out of 9,0 out of 9,0 out of 10,3 out of 10,1 out of 10,0 out of 10,1 out of 10,7 out of 10,0 out of 10,0 out of 10
160058,2015,0 out of 10,4 out of 10,2 out of 10,0 out of 10,0 out of 10,6 out of 10,0 out of 10,0 out of 10,0 out of 9,1 out of 9,3 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,4 out of 10,3 out of 10,0 out of 10,0 out of 10,6 out of 10,0 out of 10,0 out of 10
160058,2016,0 out of 10,4 out of 10,2 out of 10,0 out of 10,0 out of 10,6 out of 10,0 out of 10,0 out of 10,0 out of 9,1 out of 9,3 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,4 out of 10,3 out of 10,0 out of 10,0 out of 10,6 out of 10,0 out of 10,0 out of 10
160064,2013,0 out of 10,2 out of 10,2 out of 10,1 out of 10,4 out of 10,10 out of 10,2 out of 10,5 out of 10,1 out of 9,0 out of 9,1 out of 9,0 out of 9,1 out of 9,9 out of 9,2 out of 9,2 out of 9,1 out of 10,2 out of 10,2 out of 10,1 out of 10,4 out of 10,10 out of 10,2 out of 10,5 out of 10
160064,2014,0 out of 10,1 out of 10,0 out of 10,0 out of 10,2 out of 10,10 out of 10,1 out of 10,1 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,9 out of 9,1 out of 9,0 out of 9,0 out of 10,1 out of 10,0 out of 10,0 out of 10,2 out of 10,10 out of 10,1 out of 10,1 out of 10
160064,2015,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,7 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,1 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,0 out of 10,1 out of 10,0 out of 10,1 out of 10,7 out of 10,0 out of 10,0 out of 10
160064,2016,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,7 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,1 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,0 out of 10,1 out of 10,0 out of 10,1 out of 10,7 out of 10,0 out of 10,0 out of 10
160067,2013,0 out of 10,1 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,1 out of 9,3 out of 9,4 out of 9,2 out of 9,2 out of 9,1 out of 9,5 out of 9,0 out of 9,1 out of 10,3 out of 10,4 out of 10,2 out of 10,2 out of 10,1 out of 10,5 out of 10,0 out of 10
160067,2014,0 out of 10,0 out of 10,0 out of 10,2 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10,0 out of 9,1 out of 9,0 out of 9,0 out of 9,1 out of 9,3 out of 9,0 out of 9,1 out of 9,0 out of 10,1 out of 10,0 out of 10,2 out of 10,1 out of 10,3 out of 10,0 out of 10,1 out of 10
160067,2015,0 out of 10,2 out of 10,0 out of 10,1 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10,0 out of 9,1 out of 9,0 out of 9,0 out of 9,0 out of 9,3 out of 9,0 out of 9,0 out of 9,0 out of 10,2 out of 10,0 out of 10,1 out of 10,0 out of 10,3 out of 10,0 out of 10,0 out of 10
160067,2016,0 out of 10,2 out of 10,0 out of 10,1 out of 10,0 out of 10,2 out of 10,0 out of 10,0 out of 10,0 out of 9,1 out of 9,0 out of 9,0 out of 9,0 out of 9,3 out of 9,0 out of 9,0 out of 9,0 out of 10,2 out of 10,0 out of 10,1 out of 10,0 out of 10,3 out of 10,0 out of 10,0 out of 10
160069,2013,5 out of 10,5 out of 10,5 out of 10,4 out of 10,6 out of 10,10 out of 10,7 out of 10,2 out of 10,3 out of 9,0 out of 9,4 out of 9,2 out of 9,5 out of 9,0 out of 9,6 out of 9,1 out of 9,5 out of 10,5 out of 10,5 out of 10,4 out of 10,6 out of 10,10 out of 10,7 out of 10,2 out of 10
160069,2014,2 out of 10,6 out of 10,3 out of 10,2 out of 10,4 out of 10,10 out of 10,3 out of 10,3 out of 10,0 out of 9,4 out of 9,0 out of 9,0 out of 9,0 out of 9,9 out of 9,0 out of 9,2 out of 9,2 out of 10,6 out of 10,3 out of 10,2 out of 10,4 out of 10,10 out of 10,3 out of 10,3 out of 10
160069,2015,4 out of 10,8 out of 10,5 out of 10,4 out of 10,6 out of 10,10 out of 10,6 out of 10,4 out of 10,2 out of 9,4 out of 9,4 out of 9,2 out of 9,4 out of 9,9 out of 9,3 out of 9,4 out of 9,4 out of 10,8 out of 10,5 out of 10,4 out of 10,6 out of 10,10 out of 10,6 out of 10,4 out of 10
160069,2016,4 out of 10,8 out of 10,5 out of 10,4 out of 10,6 out of 10,10 out of 10,6 out of 10,4 out of 10,2 out of 9,4 out of 9,4 out of 9,2 out of 9,4 out of 9,9 out of 9,3 out of 9,4 out of 9,4 out of 10,8 out of 10,5 out of 10,4 out of 10,6 out of 10,10 out of 10,6 out of 10,4 out of 10
160079,2013,3 out of 10,7 out of 10,3 out of 10,6 out of 10,6 out of 10,4 out of 10,5 out of 10,1 out of 10,2 out of 9,4 out of 9,5 out of 9,4 out of 9,6 out of 9,3 out of 9,4 out of 9,2 out of 9,3 out of 10,7 out of 10,5 out of 10,6 out of 10,6 out of 10,4 out of 10,5 out of 10,2 out of 10
160079,2014,0 out of 10,6 out of 10,0 out of 10,4 out of 10,3 out of 10,4 out of 10,3 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,2 out of 9,0 out of 9,0 out of 9,0 out of 10,6 out of 10,0 out of 10,4 out of 10,3 out of 10,4 out of 10,3 out of 10,0 out of 10
160079,2015,0 out of 10,5 out of 10,0 out of 10,4 out of 10,0 out of 10,4 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,5 out of 10,0 out of 10,4 out of 10,0 out of 10,4 out of 10,0 out of 10,0 out of 10
160079,2016,0 out of 10,5 out of 10,0 out of 10,4 out of 10,0 out of 10,4 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,5 out of 10,0 out of 10,4 out of 10,0 out of 10,4 out of 10,0 out of 10,0 out of 10
160080,2013,2 out of 10,4 out of 10,8 out of 10,3 out of 10,8 out of 10,9 out of 10,6 out of 10,4 out of 10,4 out of 9,3 out of 9,7 out of 9,3 out of 9,6 out of 9,9 out of 9,5 out of 9,2 out of 9,4 out of 10,4 out of 10,8 out of 10,3 out of 10,8 out of 10,9 out of 10,6 out of 10,4 out of 10
160080,2014,0 out of 10,1 out of 10,2 out of 10,0 out of 10,5 out of 10,6 out of 10,1 out of 10,2 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,1 out of 10,2 out of 10,0 out of 10,5 out of 10,6 out of 10,1 out of 10,2 out of 10
160080,2015,0 out of 10,0 out of 10,1 out of 10,0 out of 10,1 out of 10,6 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,0 out of 10,1 out of 10,0 out of 10,1 out of 10,6 out of 10,0 out of 10,0 out of 10
160080,2016,0 out of 10,0 out of 10,1 out of 10,0 out of 10,1 out of 10,6 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,0 out of 10,1 out of 10,0 out of 10,1 out of 10,6 out of 10,0 out of 10,0 out of 10
160082,2013,0 out of 10,5 out of 10,0 out of 10,4 out of 10,2 out of 10,4 out of 10,5 out of 10,0 out of 10,0 out of 9,2 out of 9,1 out of 9,2 out of 9,1 out of 9,2 out of 9,5 out of 9,0 out of 9,0 out of 10,5 out of 10,1 out of 10,4 out of 10,2 out of 10,4 out of 10,5 out of 10,0 out of 10
160082,2014,1 out of 10,5 out of 10,0 out of 10,4 out of 10,0 out of 10,6 out of 10,1 out of 10,0 out of 10,2 out of 9,1 out of 9,0 out of 9,0 out of 9,1 out of 9,5 out of 9,0 out of 9,2 out of 9,2 out of 10,5 out of 10,0 out of 10,4 out of 10,1 out of 10,6 out of 10,1 out of 10,2 out of 10
160082,2015,0 out of 10,5 out of 10,0 out of 10,4 out of 10,0 out of 10,5 out of 10,1 out of 10,0 out of 10,0 out of 9,2 out of 9,1 out of 9,1 out of 9,2 out of 9,4 out of 9,2 out of 9,1 out of 9,0 out of 10,5 out of 10,1 out of 10,4 out of 10,2 out of 10,5 out of 10,2 out of 10,1 out of 10
160082,2016,0 out of 10,5 out of 10,0 out of 10,4 out of 10,0 out of 10,5 out of 10,1 out of 10,0 out of 10,0 out of 9,2 out of 9,1 out of 9,1 out of 9,2 out of 9,4 out of 9,2 out of 9,1 out of 9,0 out of 10,5 out of 10,1 out of 10,4 out of 10,2 out of 10,5 out of 10,2 out of 10,1 out of 10
160083,2013,0 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,4 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,4 out of 10,0 out of 10,0 out of 10
160083,2014,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,7 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,1 out of 9,6 out of 9,0 out of 9,0 out of 9,0 out of 10,0 out of 10,0 out of 10,0 out of 10,1 out of 10,7 out of 10,0 out of 10,0 out of 10
160083,2015,0 out of 10,1 out of 10,0 out of 10,1 out of 10,0 out of 10,5 out of 10,1 out of 10,0 out of 10,0 out of 9,1 out of 9,2 out of 9,0 out of 9,1 out of 9,4 out of 9,0 out of 9,0 out of 9,0 out of 10,1 out of 10,2 out of 10,1 out of 10,1 out of 10,5 out of 10,1 out of 10,0 out of 10
160083,2016,0 out of 10,1 out of 10,0 out of 10,1 out of 10,0 out of 10,5 out of 10,1 out of 10,0 out of 10,0 out of 9,1 out of 9,2 out of 9,0 out of 9,1 out of 9,4 out of 9,0 out of 9,0 out of 9,0 out of 10,1 out of 10,2 out of 10,1 out of 10,1 out of 10,5 out of 10,1 out of 10,0 out of 10
160089,2013,0 out of 10,0 out of 10,2 out of 10,5 out of 10,0 out of 10,2 out of 10,1 out of 10,1 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,0 out of 10,2 out of 10,5 out of 10,0 out of 10,2 out of 10,1 out of 10,1 out of 10
160089,2014,0 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,0 out of 10,0 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10
160089,2015,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10
160089,2016,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10
160101,2013,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,2 out of 10,4 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,4 out of 9,1 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,3 out of 10,2 out of 10,4 out of 10
160101,2014,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10
160101,2015,2 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,6 out of 10,3 out of 10,0 out of 10,1 out of 9,1 out of 9,0 out of 9,0 out of 9,0 out of 9,5 out of 9,0 out of 9,0 out of 9,2 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,6 out of 10,3 out of 10,0 out of 10
160101,2016,2 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,6 out of 10,3 out of 10,0 out of 10,1 out of 9,1 out of 9,0 out of 9,0 out of 9,0 out of 9,5 out of 9,0 out of 9,0 out of 9,2 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,6 out of 10,3 out of 10,0 out of 10
160104,2013,0 out of 10,6 out of 10,5 out of 10,7 out of 10,5 out of 10,10 out of 10,7 out of 10,5 out of 10,0 out of 9,3 out of 9,3 out of 9,5 out of 9,5 out of 9,9 out of 9,6 out of 9,4 out of 9,0 out of 10,6 out of 10,5 out of 10,7 out of 10,5 out of 10,10 out of 10,7 out of 10,5 out of 10
160104,2014,0 out of 10,6 out of 10,0 out of 10,6 out of 10,1 out of 10,6 out of 10,0 out of 10,3 out of 10,0 out of 9,1 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 10,6 out of 10,0 out of 10,6 out of 10,1 out of 10,6 out of 10,0 out of 10,3 out of 10
160104,2015,1 out of 10,4 out of 10,0 out of 10,5 out of 10,4 out of 10,7 out of 10,2 out of 10,3 out of 10,2 out of 9,1 out of 9,0 out of 9,0 out of 9,3 out of 9,6 out of 9,0 out of 9,0 out of 9,2 out of 10,4 out of 10,0 out of 10,5 out of 10,4 out of 10,7 out of 10,2 out of 10,3 out of 10
160104,2016,1 out of 10,4 out of 10,0 out of 10,5 out of 10,4 out of 10,7 out of 10,2 out of 10,3 out of 10,2 out of 9,1 out of 9,0 out of 9,0 out of 9,3 out of 9,6 out of 9,0 out of 9,0 out of 9,2 out of 10,4 out of 10,0 out of 10,5 out of 10,4 out of 10,7 out of 10,2 out of 10,3 out of 10
160110,2013,0 out of 10,2 out of 10,0 out of 10,3 out of 10,1 out of 10,6 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,1 out of 9,1 out of 9,5 out of 9,0 out of 9,0 out of 9,0 out of 10,2 out of 10,0 out of 10,3 out of 10,1 out of 10,6 out of 10,0 out of 10,0 out of 10
160110,2014,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,0 out of 10,0 out of 10,0 out of 9,0 out of 9,0 out of 9,0 out of 9,0 out of 9,9 out of 9,1 out of 9,2 out of 9,0 out of 10,0 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,1 out of 10,2 out of 10
160110,2015,0 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,0 out of 10,0 out of 10,0 out of 9,1 out of 9,2 out of 9,0 out of 9,2 out of 9,9 out of 9,2 out of 9,1 out of 9,0 out of 10,1 out of 10,2 out of 10,0 out of 10,2 out of 10,10 out of 10,2 out of 10,1 out of 10
160110,2016,0 out of 10,1 out of 10,0 out of 10,0 out of 10,0 out of 10,10 out of 10,0 out of 10,0 out of 10,0 out of 9,1 out of 9,2 out of 9,0 out of 9,2 out of 9,9 out of 9,2 out of 9,1 out of 9,0 out of 10,1 out of 10,2 out of 10,0 out of 10,2 out of 10,10 out of 10,2 out of 10,1 out of 10
