ProviderId,DataYear,PAYM_30_AMI_Payment,PAYM_30_HF_Payment,PAYM_30_PN_Payment,PAYM_30_AMI_LowerEstimate,PAYM_30_HF_LowerEstimate,PAYM_30_PN_LowerEstimate,PAYM_30_AMI_HigherEstimate,PAYM_30_HF_HigherEstimate,PAYM_30_PN_HigherEstimate,PAYM_30_AMI_Denominator,PAYM_30_HF_Denominator,PAYM_30_PN_Denominator,PAYM_30_AMI_NationalComparisonCategory,PAYM_30_HF_NationalComparisonCategory,PAYM_30_PN_NationalComparisonCategory
010114,2014,20657,NULL,NULL,18539,NULL,NULL,23109,NULL,NULL,92,NULL,NULL,No Different than the National Average Payment,NULL,NULL
010125,2015,Not Available,"$13,583","$11,827",Not Available,"$11,993","$11,053",Not Available,"$15,449","$12,605",Not Available,82,358,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
010126,2015,Not Available,"$13,336","$13,043",Not Available,"$11,647","$11,491",Not Available,"$15,293","$14,627",Not Available,63,85,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
010128,2015,Not Available,Not Available,"$12,316",Not Available,Not Available,"$10,341",Not Available,Not Available,"$14,364",Not Available,Not Available,44,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
010085,2016,"$22,082","$14,614","$13,673","$19,921","$13,769","$12,922","$24,463","$15,494","$14,408",111,517,537,No Different than the National Average Payment,Less than the National Average Payment,Less than the National Average Payment
010086,2016,Not Available,"$14,601","$13,014",Not Available,"$12,967","$11,947",Not Available,"$16,584","$14,094",Not Available,86,223,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
010087,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small,Number of Cases Too Small
010090,2016,"$23,621","$14,658","$15,106","$21,644","$13,826","$14,265","$25,705","$15,538","$15,903",224,484,510,No Different than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
010092,2016,"$22,902","$15,862","$14,832","$21,507","$15,160","$14,274","$24,293","$16,605","$15,424",455,888,"1,150",No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
010095,2015,Not Available,Not Available,"$13,913",Not Available,Not Available,"$11,662",Not Available,Not Available,"$16,187",Not Available,Not Available,33,Number of Cases Too Small,Number of Cases Too Small,No Different than the National Average Payment
010097,2015,Not Available,"$12,939","$12,545",Not Available,"$11,006","$10,900",Not Available,"$15,050","$14,277",Not Available,33,61,Number of Cases Too Small,Less than the National Average Payment,Less than the National Average Payment
010099,2014,19271,NULL,NULL,16438,NULL,NULL,22317,NULL,NULL,32,NULL,NULL,No Different than the National Average Payment,NULL,NULL
010100,2015,"$23,406","$16,149","$13,133","$21,281","$14,904","$12,068","$25,866","$17,479","$14,200",172,263,224,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
010102,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
010103,2014,20438,NULL,NULL,19030,NULL,NULL,21917,NULL,NULL,292,NULL,NULL,No Different than the National Average Payment,NULL,NULL
010104,2014,20072,NULL,NULL,18694,NULL,NULL,21601,NULL,NULL,287,NULL,NULL,No Different than the National Average Payment,NULL,NULL
010108,2016,"$25,071","$14,898","$16,621","$21,683","$13,449","$15,175","$29,091","$16,541","$18,021",29,130,184,No Different than the National Average Payment,No Different than the National Average Payment,Greater than the National Average Payment
010109,2016,Not Available,"$15,029","$14,154",Not Available,"$12,945","$12,490",Not Available,"$17,559","$15,943",Not Available,39,91,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
010112,2016,Not Available,"$14,196","$13,733",Not Available,"$12,474","$12,143",Not Available,"$16,144","$15,320",Not Available,68,105,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
010113,2016,"$24,523","$16,101","$15,019","$22,456","$15,246","$14,198","$26,674","$17,013","$15,850",232,605,516,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
010118,2015,"$20,960","$16,105","$13,061","$19,017","$14,895","$11,901","$23,058","$17,381","$14,161",149,260,167,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
010120,2015,Not Available,"$13,293","$12,980",Not Available,"$11,556","$11,717",Not Available,"$15,125","$14,236",Not Available,70,147,Number of Cases Too Small,Less than the National Average Payment,Less than the National Average Payment
010126,2016,Not Available,"$14,500","$12,163",Not Available,"$12,660","$10,699",Not Available,"$16,445","$13,593",Not Available,69,84,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
010129,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
010130,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
010131,2014,19376,NULL,NULL,17781,NULL,NULL,21148,NULL,NULL,170,NULL,NULL,Less than the National Average Payment,NULL,NULL
010138,2016,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Number of Cases Too Small,Number of Cases Too Small
010139,2014,24453,NULL,NULL,22561,NULL,NULL,26503,NULL,NULL,273,NULL,NULL,Greater than the National Average Payment,NULL,NULL
010146,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
010148,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
010150,2015,Not Available,"$13,350","$12,975",Not Available,"$11,787","$11,401",Not Available,"$15,176","$14,622",Not Available,80,85,Number of Cases Too Small,Less than the National Average Payment,No Different than the National Average Payment
010059,2016,Not Available,"$15,980","$15,020",Not Available,"$13,958","$13,505",Not Available,"$18,351","$16,602",Not Available,52,116,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
010061,2016,Not Available,"$13,838","$13,016",Not Available,"$12,471","$12,115",Not Available,"$15,320","$13,943",Not Available,128,291,Number of Cases Too Small,Less than the National Average Payment,Less than the National Average Payment
010069,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
010073,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
010079,2015,Not Available,"$14,308","$13,659",Not Available,"$12,999","$12,689",Not Available,"$15,800","$14,711",Not Available,158,253,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
010083,2015,"$23,421","$14,111","$13,119","$20,682","$12,946","$12,187","$26,374","$15,338","$14,070",87,240,298,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
010085,2015,"$20,337","$14,305","$13,774","$18,211","$13,470","$12,977","$22,827","$15,182","$14,575",84,462,462,No Different than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
010089,2016,"$23,486","$15,678","$13,731","$20,888","$14,373","$12,744","$26,301","$17,122","$14,818",78,197,265,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
010090,2014,21299,NULL,NULL,19629,NULL,NULL,23206,NULL,NULL,208,NULL,NULL,No Different than the National Average Payment,NULL,NULL
010091,2016,Not Available,"$16,743","$15,981",Not Available,"$14,695","$13,727",Not Available,"$19,028","$18,096",Not Available,72,55,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
010095,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
010097,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
010100,2014,23737,NULL,NULL,21506,NULL,NULL,26104,NULL,NULL,171,NULL,NULL,Greater than the National Average Payment,NULL,NULL
010101,2015,"$22,011","$13,982","$15,008","$18,693","$12,473","$13,369","$25,844","$15,628","$16,629",25,107,95,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
010103,2015,"$21,364","$15,253","$13,632","$19,802","$14,280","$12,737","$23,107","$16,263","$14,574",267,395,311,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
010104,2016,"$19,644","$16,700","$16,712","$18,166","$15,377","$15,298","$21,193","$18,156","$18,186",220,240,190,Less than the National Average Payment,No Different than the National Average Payment,Greater than the National Average Payment
010108,2015,"$23,941","$13,573","$14,583","$20,317","$12,204","$13,335","$28,019","$15,130","$15,866",26,132,165,No Different than the National Average Payment,Less than the National Average Payment,No Different than the National Average Payment
010110,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
010113,2015,"$23,711","$16,641","$14,362","$21,787","$15,815","$13,591","$25,879","$17,568","$15,145",237,642,527,No Different than the National Average Payment,Greater than the National Average Payment,No Different than the National Average Payment
010114,2016,"$21,022","$15,454","$14,921","$18,652","$13,970","$13,660","$23,738","$17,067","$16,174",66,144,185,No Different than the National Average Payment,No Different than the National Average Payment,No Different than the National Average Payment
010118,2016,"$22,002","$15,756","$13,383","$20,000","$14,544","$12,078","$24,372","$17,068","$14,624",130,261,145,No Different than the National Average Payment,No Different than the National Average Payment,Less than the National Average Payment
010120,2016,Not Available,"$14,464","$13,571",Not Available,"$12,772","$12,167",Not Available,"$16,377","$14,940",Not Available,85,141,Number of Cases Too Small,No Different than the National Average Payment,No Different than the National Average Payment
010125,2016,Not Available,"$14,751","$12,428",Not Available,"$13,037","$11,665",Not Available,"$16,814","$13,198",Not Available,78,433,Number of Cases Too Small,No Different than the National Average Payment,Less than the National Average Payment
010126,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
010128,2014,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Not Available,NULL,NULL,Number of Cases Too Small,NULL,NULL
